# Wall heat-flux
# Time          	patch           	min             	max             	integral        
34              	wall	2.90520272e+02	1.94074591e+03	1.64234849e+00
35              	wall	2.83693850e+02	1.94074510e+03	1.60605154e+00
36              	wall	2.77192220e+02	1.94074395e+03	1.57152139e+00
37              	wall	2.70992536e+02	1.94074278e+03	1.53863062e+00
38              	wall	2.65064169e+02	1.94074181e+03	1.50726401e+00
39              	wall	2.59395289e+02	1.94074105e+03	1.47731780e+00
40              	wall	2.53972699e+02	1.94074030e+03	1.44869800e+00
41              	wall	2.48776413e+02	1.94073964e+03	1.42131857e+00
42              	wall	2.43794210e+02	1.94073921e+03	1.39510081e+00
43              	wall	2.39008536e+02	1.94073891e+03	1.36997302e+00
44              	wall	2.34412238e+02	1.94073866e+03	1.34586948e+00
45              	wall	2.29989341e+02	1.94073847e+03	1.32272972e+00
46              	wall	2.25732100e+02	1.94073833e+03	1.30049799e+00
47              	wall	2.21632238e+02	1.94073824e+03	1.27912296e+00
48              	wall	2.17679096e+02	1.94073818e+03	1.25855718e+00
49              	wall	2.13866605e+02	1.94073813e+03	1.23875674e+00
50              	wall	2.10186081e+02	1.94073810e+03	1.21968088e+00
51              	wall	2.06631304e+02	1.94073808e+03	1.20129181e+00
52              	wall	2.03194573e+02	1.94073807e+03	1.18355436e+00
53              	wall	1.99871427e+02	1.94073806e+03	1.16643574e+00
54              	wall	1.96655411e+02	1.94073805e+03	1.14990552e+00
55              	wall	1.93541858e+02	1.94073804e+03	1.13393516e+00
56              	wall	1.90524964e+02	1.94073803e+03	1.11849791e+00
57              	wall	1.87601312e+02	1.94073803e+03	1.10356885e+00
58              	wall	1.84765864e+02	1.94073803e+03	1.08912460e+00
59              	wall	1.82014671e+02	1.94073803e+03	1.07514316e+00
60              	wall	1.79343653e+02	1.94073803e+03	1.06160389e+00
61              	wall	1.76749567e+02	1.94073803e+03	1.04848739e+00
62              	wall	1.74229632e+02	1.94073803e+03	1.03577541e+00
63              	wall	1.71779828e+02	1.94073803e+03	1.02345070e+00
64              	wall	1.69398335e+02	1.94073803e+03	1.01149704e+00
65              	wall	1.67081573e+02	1.94073803e+03	9.99899086e-01
66              	wall	1.64827472e+02	1.94073803e+03	9.88642365e-01
67              	wall	1.62632593e+02	1.94073803e+03	9.77713166e-01
68              	wall	1.60494429e+02	1.94073803e+03	9.67098520e-01
69              	wall	1.58411804e+02	1.94073804e+03	9.56786145e-01
70              	wall	1.56381830e+02	1.94073804e+03	9.46764388e-01
71              	wall	1.54403548e+02	1.94073804e+03	9.37022201e-01
72              	wall	1.52474333e+02	1.94073804e+03	9.27549088e-01
73              	wall	1.50591450e+02	1.94073804e+03	9.18335083e-01
74              	wall	1.48754412e+02	1.94073804e+03	9.09370703e-01
75              	wall	1.46961334e+02	1.94073804e+03	9.00646931e-01
76              	wall	1.45211088e+02	1.94073805e+03	8.92155176e-01
77              	wall	1.43500991e+02	1.94073805e+03	8.83887260e-01
78              	wall	1.41830008e+02	1.94073805e+03	8.75835381e-01
79              	wall	1.40197615e+02	1.94073805e+03	8.67992102e-01
80              	wall	1.38601750e+02	1.94073805e+03	8.60350320e-01
81              	wall	1.37041265e+02	1.94073806e+03	8.52903258e-01
82              	wall	1.35515220e+02	1.94073806e+03	8.45644434e-01
83              	wall	1.34022264e+02	1.94073806e+03	8.38567655e-01
84              	wall	1.32561744e+02	1.94073806e+03	8.31666996e-01
85              	wall	1.31131943e+02	1.94073806e+03	8.24936788e-01
86              	wall	1.29732103e+02	1.94073807e+03	8.18371599e-01
87              	wall	1.28361990e+02	1.94073807e+03	8.11966227e-01
88              	wall	1.27019653e+02	1.94073807e+03	8.05715689e-01
89              	wall	1.25704638e+02	1.94073807e+03	7.99615206e-01
90              	wall	1.24416598e+02	1.94073808e+03	7.93660191e-01
91              	wall	1.23153919e+02	1.94073808e+03	7.87846242e-01
92              	wall	1.21916135e+02	1.94073808e+03	7.82169133e-01
93              	wall	1.20702817e+02	1.94073808e+03	7.76624805e-01
94              	wall	1.19512969e+02	1.94073808e+03	7.71209356e-01
95              	wall	1.18345969e+02	1.94073808e+03	7.65919037e-01
96              	wall	1.17200932e+02	1.94073809e+03	7.60750243e-01
97              	wall	1.16077790e+02	1.94073809e+03	7.55699502e-01
98              	wall	1.14975297e+02	1.94073809e+03	7.50763473e-01
99              	wall	1.13893062e+02	1.94073809e+03	7.45938941e-01
100             	wall	1.12831036e+02	1.94073809e+03	7.41222808e-01
101             	wall	1.11787808e+02	1.94073810e+03	7.36612089e-01
102             	wall	1.10763571e+02	1.94073810e+03	7.32103906e-01
103             	wall	1.09757232e+02	1.94073810e+03	7.27695489e-01
104             	wall	1.08768949e+02	1.94073810e+03	7.23384160e-01
105             	wall	1.07797975e+02	1.94073811e+03	7.19167336e-01
106             	wall	1.06843360e+02	1.94073811e+03	7.15042528e-01
107             	wall	1.05905591e+02	1.94073811e+03	7.11007329e-01
108             	wall	1.04983557e+02	1.94073811e+03	7.07059418e-01
109             	wall	1.04077068e+02	1.94073811e+03	7.03196547e-01
110             	wall	1.03185502e+02	1.94073812e+03	6.99416551e-01
111             	wall	1.02309046e+02	1.94073812e+03	6.95717335e-01
112             	wall	1.01446744e+02	1.94073812e+03	6.92096868e-01
113             	wall	1.00598764e+02	1.94073812e+03	6.88553192e-01
114             	wall	9.97638970e+01	1.94073813e+03	6.85084411e-01
115             	wall	9.89429668e+01	1.94073813e+03	6.81688691e-01
116             	wall	9.81348198e+01	1.94073813e+03	6.78364255e-01
117             	wall	9.73394403e+01	1.94073813e+03	6.75109385e-01
118             	wall	9.65562943e+01	1.94073813e+03	6.71922415e-01
119             	wall	9.57853631e+01	1.94073813e+03	6.68801733e-01
120             	wall	9.50263291e+01	1.94073814e+03	6.65745775e-01
121             	wall	9.42789047e+01	1.94073814e+03	6.62753032e-01
122             	wall	9.35425411e+01	1.94073814e+03	6.59822032e-01
123             	wall	9.28173035e+01	1.94073814e+03	6.56951357e-01
124             	wall	9.21029145e+01	1.94073815e+03	6.54139623e-01
125             	wall	9.13988740e+01	1.94073815e+03	6.51385496e-01
126             	wall	9.07054036e+01	1.94073815e+03	6.48687677e-01
127             	wall	9.00216015e+01	1.94073815e+03	6.46044911e-01
128             	wall	8.93478940e+01	1.94073815e+03	6.43455975e-01
129             	wall	8.86838441e+01	1.94073816e+03	6.40919683e-01
130             	wall	8.80289779e+01	1.94073816e+03	6.38434885e-01
131             	wall	8.73836135e+01	1.94073816e+03	6.36000467e-01
132             	wall	8.67468836e+01	1.94073816e+03	6.33615342e-01
133             	wall	8.61191970e+01	1.94073816e+03	6.31278459e-01
134             	wall	8.55001319e+01	1.94073816e+03	6.28988795e-01
135             	wall	8.48893912e+01	1.94073817e+03	6.26745358e-01
136             	wall	8.42870812e+01	1.94073817e+03	6.24547183e-01
137             	wall	8.36926750e+01	1.94073817e+03	6.22393329e-01
138             	wall	8.31062290e+01	1.94073817e+03	6.20282889e-01
139             	wall	8.25275331e+01	1.94073817e+03	6.18214980e-01
140             	wall	8.19565308e+01	1.94073817e+03	6.16188741e-01
141             	wall	8.13928902e+01	1.94073818e+03	6.14203335e-01
142             	wall	8.08365100e+01	1.94073818e+03	6.12257951e-01
143             	wall	8.02872956e+01	1.94073818e+03	6.10351797e-01
144             	wall	7.97449150e+01	1.94073818e+03	6.08484103e-01
145             	wall	7.92095679e+01	1.94073818e+03	6.06654124e-01
146             	wall	7.86809675e+01	1.94073818e+03	6.04861130e-01
147             	wall	7.81588223e+01	1.94073819e+03	6.03104413e-01
148             	wall	7.76432277e+01	1.94073819e+03	6.01383285e-01
149             	wall	7.71338980e+01	1.94073819e+03	5.99697074e-01
150             	wall	7.66307570e+01	1.94073819e+03	5.98045125e-01
151             	wall	7.61336760e+01	1.94073819e+03	5.96426804e-01
152             	wall	7.56426822e+01	1.94073819e+03	5.94841487e-01
153             	wall	7.51575024e+01	1.94073819e+03	5.93288571e-01
154             	wall	7.46780224e+01	1.94073819e+03	5.91767468e-01
155             	wall	7.42042280e+01	1.94073820e+03	5.90277602e-01
156             	wall	7.37359223e+01	1.94073820e+03	5.88818411e-01
157             	wall	7.32731101e+01	1.94073820e+03	5.87389350e-01
158             	wall	7.28154645e+01	1.94073820e+03	5.85989880e-01
159             	wall	7.23631446e+01	1.94073820e+03	5.84619482e-01
160             	wall	7.19159405e+01	1.94073820e+03	5.83277646e-01
161             	wall	7.14738379e+01	1.94073820e+03	5.81963873e-01
162             	wall	7.10366312e+01	1.94073820e+03	5.80677676e-01
163             	wall	7.06041917e+01	1.94073821e+03	5.79418574e-01
164             	wall	7.01766007e+01	1.94073821e+03	5.78186106e-01
165             	wall	6.97536553e+01	1.94073821e+03	5.76979812e-01
166             	wall	6.93353835e+01	1.94073821e+03	5.75799245e-01
167             	wall	6.89215041e+01	1.94073821e+03	5.74643964e-01
168             	wall	6.85120937e+01	1.94073821e+03	5.73513542e-01
169             	wall	6.81070368e+01	1.94073821e+03	5.72407554e-01
170             	wall	6.77063056e+01	1.94073821e+03	5.71325586e-01
171             	wall	6.73097468e+01	1.94073821e+03	5.70267232e-01
172             	wall	6.69173737e+01	1.94073821e+03	5.69232091e-01
173             	wall	6.65290500e+01	1.94073822e+03	5.68219773e-01
174             	wall	6.61446574e+01	1.94073821e+03	5.67229888e-01
175             	wall	6.57642195e+01	1.94073822e+03	5.66262057e-01
176             	wall	6.53876052e+01	1.94073822e+03	5.65315907e-01
177             	wall	6.50148338e+01	1.94073822e+03	5.64391069e-01
178             	wall	6.46457569e+01	1.94073822e+03	5.63487181e-01
179             	wall	6.42803809e+01	1.94073822e+03	5.62603885e-01
180             	wall	6.39185823e+01	1.94073822e+03	5.61740828e-01
181             	wall	6.35603246e+01	1.94073822e+03	5.60897665e-01
182             	wall	6.32055309e+01	1.94073822e+03	5.60074050e-01
183             	wall	6.28541684e+01	1.94073822e+03	5.59269646e-01
184             	wall	6.25061823e+01	1.94073822e+03	5.58484130e-01
185             	wall	6.21612417e+01	1.94073822e+03	5.57717152e-01
186             	wall	6.18119655e+01	1.94073822e+03	5.56968394e-01
187             	wall	6.14668661e+01	1.94073822e+03	5.56237534e-01
188             	wall	6.11259808e+01	1.94073822e+03	5.55524262e-01
189             	wall	6.07893139e+01	1.94073822e+03	5.54828252e-01
190             	wall	6.04568743e+01	1.94073822e+03	5.54149197e-01
191             	wall	6.01286506e+01	1.94073822e+03	5.53486790e-01
192             	wall	5.98046672e+01	1.94073822e+03	5.52840727e-01
193             	wall	5.94849326e+01	1.94073822e+03	5.52210707e-01
194             	wall	5.91694598e+01	1.94073822e+03	5.51596434e-01
195             	wall	5.88582669e+01	1.94073822e+03	5.50997614e-01
196             	wall	5.85513429e+01	1.94073823e+03	5.50413952e-01
197             	wall	5.82487021e+01	1.94073823e+03	5.49845163e-01
198             	wall	5.79503447e+01	1.94073823e+03	5.49290958e-01
199             	wall	5.76562936e+01	1.94073823e+03	5.48751058e-01
200             	wall	5.73665533e+01	1.94073823e+03	5.48225181e-01
201             	wall	5.70811251e+01	1.94073823e+03	5.47713053e-01
202             	wall	5.68000179e+01	1.94073823e+03	5.47214400e-01
203             	wall	5.65232244e+01	1.94073823e+03	5.46728951e-01
204             	wall	5.62507449e+01	1.94073823e+03	5.46256438e-01
205             	wall	5.59825669e+01	1.94073823e+03	5.45796595e-01
206             	wall	5.57187091e+01	1.94073823e+03	5.45349163e-01
207             	wall	5.54591733e+01	1.94073823e+03	5.44913884e-01
208             	wall	5.52039365e+01	1.94073823e+03	5.44490497e-01
209             	wall	5.49529946e+01	1.94073823e+03	5.44078756e-01
210             	wall	5.47063445e+01	1.94073823e+03	5.43678404e-01
211             	wall	5.44639691e+01	1.94073823e+03	5.43289199e-01
212             	wall	5.42258556e+01	1.94073823e+03	5.42910895e-01
213             	wall	5.39919902e+01	1.94073823e+03	5.42543252e-01
214             	wall	5.37623720e+01	1.94073823e+03	5.42186030e-01
215             	wall	5.35369681e+01	1.94073823e+03	5.41838999e-01
216             	wall	5.33157654e+01	1.94073823e+03	5.41501921e-01
217             	wall	5.30987360e+01	1.94073823e+03	5.41174572e-01
218             	wall	5.28858570e+01	1.94073823e+03	5.40856724e-01
219             	wall	5.26771076e+01	1.94073823e+03	5.40548157e-01
220             	wall	5.24724661e+01	1.94073823e+03	5.40248650e-01
221             	wall	5.22719058e+01	1.94073823e+03	5.39957987e-01
222             	wall	5.20753692e+01	1.94073823e+03	5.39675957e-01
223             	wall	5.18828509e+01	1.94073823e+03	5.39402351e-01
224             	wall	5.16943101e+01	1.94073823e+03	5.39136959e-01
225             	wall	5.15097076e+01	1.94073823e+03	5.38879580e-01
226             	wall	5.13290118e+01	1.94073823e+03	5.38630016e-01
227             	wall	5.11521788e+01	1.94073823e+03	5.38388067e-01
228             	wall	5.09791953e+01	1.94073823e+03	5.38153542e-01
229             	wall	5.08099949e+01	1.94073823e+03	5.37926252e-01
230             	wall	5.06445419e+01	1.94073823e+03	5.37706008e-01
231             	wall	5.04827933e+01	1.94073823e+03	5.37492629e-01
232             	wall	5.03247240e+01	1.94073823e+03	5.37285934e-01
233             	wall	5.01702512e+01	1.94073823e+03	5.37085744e-01
234             	wall	5.00193551e+01	1.94073823e+03	5.36891889e-01
235             	wall	4.98719855e+01	1.94073823e+03	5.36704198e-01
236             	wall	4.97280907e+01	1.94073823e+03	5.36522504e-01
237             	wall	4.95876269e+01	1.94073823e+03	5.36346643e-01
238             	wall	4.94505391e+01	1.94073823e+03	5.36176455e-01
239             	wall	4.93167762e+01	1.94073823e+03	5.36011781e-01
240             	wall	4.91863069e+01	1.94073823e+03	5.35852470e-01
241             	wall	4.90590390e+01	1.94073823e+03	5.35698370e-01
242             	wall	4.89349545e+01	1.94073823e+03	5.35549333e-01
243             	wall	4.88140037e+01	1.94073823e+03	5.35405217e-01
244             	wall	4.86961242e+01	1.94073823e+03	5.35265877e-01
245             	wall	4.85812616e+01	1.94073823e+03	5.35131177e-01
246             	wall	4.84693665e+01	1.94073823e+03	5.35000984e-01
247             	wall	4.83603836e+01	1.94073823e+03	5.34875164e-01
248             	wall	4.82542695e+01	1.94073823e+03	5.34753587e-01
249             	wall	4.81509570e+01	1.94073823e+03	5.34636127e-01
250             	wall	4.80504018e+01	1.94073823e+03	5.34522665e-01
251             	wall	4.79525464e+01	1.94073823e+03	5.34413075e-01
252             	wall	4.78573337e+01	1.94073823e+03	5.34307246e-01
253             	wall	4.77647229e+01	1.94073823e+03	5.34205061e-01
254             	wall	4.76746532e+01	1.94073823e+03	5.34106407e-01
255             	wall	4.75870791e+01	1.94073823e+03	5.34011177e-01
256             	wall	4.75019410e+01	1.94073823e+03	5.33919266e-01
257             	wall	4.74191905e+01	1.94073823e+03	5.33830569e-01
258             	wall	4.73387867e+01	1.94073823e+03	5.33744985e-01
259             	wall	4.72606611e+01	1.94073823e+03	5.33662418e-01
260             	wall	4.71847766e+01	1.94073823e+03	5.33582772e-01
261             	wall	4.71110688e+01	1.94073823e+03	5.33505952e-01
262             	wall	4.70394972e+01	1.94073823e+03	5.33431869e-01
263             	wall	4.69700141e+01	1.94073823e+03	5.33360435e-01
264             	wall	4.69025708e+01	1.94073823e+03	5.33291565e-01
265             	wall	4.68371260e+01	1.94073823e+03	5.33225174e-01
266             	wall	4.67736180e+01	1.94073823e+03	5.33161184e-01
267             	wall	4.67119959e+01	1.94073823e+03	5.33099514e-01
268             	wall	4.66522367e+01	1.94073823e+03	5.33040088e-01
269             	wall	4.65942800e+01	1.94073823e+03	5.32982833e-01
270             	wall	4.65380888e+01	1.94073823e+03	5.32927674e-01
271             	wall	4.64836056e+01	1.94073823e+03	5.32874543e-01
272             	wall	4.64308035e+01	1.94073823e+03	5.32823371e-01
273             	wall	4.63796233e+01	1.94073823e+03	5.32774092e-01
274             	wall	4.63300384e+01	1.94073823e+03	5.32726643e-01
275             	wall	4.62820099e+01	1.94073823e+03	5.32680961e-01
276             	wall	4.62354695e+01	1.94073823e+03	5.32636984e-01
277             	wall	4.61903947e+01	1.94073823e+03	5.32594658e-01
278             	wall	4.61467545e+01	1.94073823e+03	5.32553921e-01
279             	wall	4.61045016e+01	1.94073823e+03	5.32514721e-01
280             	wall	4.60635938e+01	1.94073823e+03	5.32477003e-01
281             	wall	4.60239955e+01	1.94073823e+03	5.32440717e-01
282             	wall	4.59856776e+01	1.94073823e+03	5.32405809e-01
283             	wall	4.59486127e+01	1.94073823e+03	5.32372234e-01
284             	wall	4.59127478e+01	1.94073823e+03	5.32339945e-01
285             	wall	4.58780543e+01	1.94073823e+03	5.32308896e-01
286             	wall	4.58445108e+01	1.94073823e+03	5.32279043e-01
287             	wall	4.58120778e+01	1.94073823e+03	5.32250342e-01
288             	wall	4.57806996e+01	1.94073823e+03	5.32222752e-01
289             	wall	4.57503669e+01	1.94073823e+03	5.32196233e-01
290             	wall	4.57210386e+01	1.94073823e+03	5.32170747e-01
291             	wall	4.56927062e+01	1.94073823e+03	5.32146256e-01
292             	wall	4.56653331e+01	1.94073823e+03	5.32122725e-01
293             	wall	4.56388721e+01	1.94073823e+03	5.32100117e-01
294             	wall	4.56133283e+01	1.94073823e+03	5.32078401e-01
295             	wall	4.55886543e+01	1.94073823e+03	5.32057543e-01
296             	wall	4.55648399e+01	1.94073823e+03	5.32037510e-01
297             	wall	4.55418321e+01	1.94073823e+03	5.32018272e-01
298             	wall	4.55196227e+01	1.94073823e+03	5.31999800e-01
299             	wall	4.54981875e+01	1.94073823e+03	5.31982065e-01
300             	wall	4.54774917e+01	1.94073823e+03	5.31965041e-01
301             	wall	4.54575247e+01	1.94073823e+03	5.31948699e-01
302             	wall	4.54382423e+01	1.94073823e+03	5.31933014e-01
303             	wall	4.54196401e+01	1.94073823e+03	5.31917961e-01
304             	wall	4.54016949e+01	1.94073823e+03	5.31903519e-01
305             	wall	4.53843876e+01	1.94073823e+03	5.31889661e-01
306             	wall	4.53676990e+01	1.94073823e+03	5.31876366e-01
307             	wall	4.53516097e+01	1.94073823e+03	5.31863613e-01
308             	wall	4.53360910e+01	1.94073823e+03	5.31851381e-01
309             	wall	4.53211236e+01	1.94073823e+03	5.31839650e-01
310             	wall	4.53067018e+01	1.94073823e+03	5.31828401e-01
311             	wall	4.52927982e+01	1.94073823e+03	5.31817613e-01
312             	wall	4.52794092e+01	1.94073823e+03	5.31807272e-01
313             	wall	4.52665034e+01	1.94073823e+03	5.31797358e-01
314             	wall	4.52540746e+01	1.94073823e+03	5.31787856e-01
315             	wall	4.52420988e+01	1.94073823e+03	5.31778748e-01
316             	wall	4.52305500e+01	1.94073823e+03	5.31770018e-01
317             	wall	4.52194359e+01	1.94073823e+03	5.31761654e-01
318             	wall	4.52087357e+01	1.94073823e+03	5.31753640e-01
319             	wall	4.51984314e+01	1.94073823e+03	5.31745959e-01
320             	wall	4.51885216e+01	1.94073823e+03	5.31738604e-01
321             	wall	4.51789704e+01	1.94073823e+03	5.31731559e-01
322             	wall	4.51697803e+01	1.94073823e+03	5.31724812e-01
323             	wall	4.51609298e+01	1.94073823e+03	5.31718351e-01
324             	wall	4.51524144e+01	1.94073823e+03	5.31712163e-01
325             	wall	4.51442323e+01	1.94073823e+03	5.31706239e-01
326             	wall	4.51363517e+01	1.94073823e+03	5.31700568e-01
327             	wall	4.51287698e+01	1.94073823e+03	5.31695139e-01
328             	wall	4.51214758e+01	1.94073823e+03	5.31689941e-01
329             	wall	4.51144497e+01	1.94073823e+03	5.31684968e-01
330             	wall	4.51077044e+01	1.94073823e+03	5.31680207e-01
331             	wall	4.51012258e+01	1.94073823e+03	5.31675653e-01
332             	wall	4.50949948e+01	1.94073823e+03	5.31671295e-01
333             	wall	4.50890072e+01	1.94073823e+03	5.31667126e-01
334             	wall	4.50832535e+01	1.94073823e+03	5.31663137e-01
335             	wall	4.50777229e+01	1.94073823e+03	5.31659322e-01
336             	wall	4.50724047e+01	1.94073823e+03	5.31655674e-01
337             	wall	4.50672999e+01	1.94073823e+03	5.31652187e-01
338             	wall	4.50623991e+01	1.94073823e+03	5.31648851e-01
339             	wall	4.50577423e+01	1.94073823e+03	5.31645703e-01
340             	wall	4.50532770e+01	1.94073823e+03	5.31642696e-01
341             	wall	4.50489935e+01	1.94073823e+03	5.31639819e-01
342             	wall	4.50448721e+01	1.94073823e+03	5.31637069e-01
343             	wall	4.50409088e+01	1.94073823e+03	5.31634438e-01
344             	wall	4.50370983e+01	1.94073823e+03	5.31631922e-01
345             	wall	4.50334396e+01	1.94073823e+03	5.31629515e-01
346             	wall	4.50299236e+01	1.94073823e+03	5.31627214e-01
347             	wall	4.50265536e+01	1.94073823e+03	5.31625015e-01
348             	wall	4.50233182e+01	1.94073823e+03	5.31622912e-01
349             	wall	4.50202049e+01	1.94073823e+03	5.31620902e-01
350             	wall	4.50172245e+01	1.94073823e+03	5.31618981e-01
351             	wall	4.50143645e+01	1.94073823e+03	5.31617145e-01
352             	wall	4.50116168e+01	1.94073823e+03	5.31615390e-01
353             	wall	4.50089752e+01	1.94073823e+03	5.31613714e-01
354             	wall	4.50064364e+01	1.94073823e+03	5.31612111e-01
355             	wall	4.50040132e+01	1.94073823e+03	5.31610582e-01
356             	wall	4.50016767e+01	1.94073823e+03	5.31609119e-01
357             	wall	4.49994342e+01	1.94073823e+03	5.31607723e-01
358             	wall	4.49972933e+01	1.94073823e+03	5.31606389e-01
359             	wall	4.49952328e+01	1.94073823e+03	5.31605116e-01
360             	wall	4.49932615e+01	1.94073823e+03	5.31603899e-01
361             	wall	4.49913705e+01	1.94073823e+03	5.31602738e-01
362             	wall	4.49895729e+01	1.94073823e+03	5.31601632e-01
363             	wall	4.49878469e+01	1.94073823e+03	5.31600574e-01
364             	wall	4.49861826e+01	1.94073823e+03	5.31599564e-01
365             	wall	4.49845798e+01	1.94073823e+03	5.31598601e-01
366             	wall	4.49830379e+01	1.94073823e+03	5.31597682e-01
367             	wall	4.49815689e+01	1.94073823e+03	5.31596803e-01
368             	wall	4.49802362e+01	1.94073823e+03	5.31596007e-01
369             	wall	4.49789516e+01	1.94073823e+03	5.31595250e-01
370             	wall	4.49777265e+01	1.94073823e+03	5.31594525e-01
371             	wall	4.49765582e+01	1.94073823e+03	5.31593832e-01
372             	wall	4.49754349e+01	1.94073823e+03	5.31593171e-01
373             	wall	4.49743550e+01	1.94073823e+03	5.31592538e-01
374             	wall	4.49733076e+01	1.94073823e+03	5.31591932e-01
375             	wall	4.49723080e+01	1.94073823e+03	5.31591353e-01
376             	wall	4.49713470e+01	1.94073823e+03	5.31590798e-01
377             	wall	4.49704287e+01	1.94073823e+03	5.31590269e-01
378             	wall	4.49695264e+01	1.94073823e+03	5.31589762e-01
379             	wall	4.49686700e+01	1.94073823e+03	5.31589278e-01
380             	wall	4.49678599e+01	1.94073823e+03	5.31588815e-01
381             	wall	4.49670832e+01	1.94073823e+03	5.31588375e-01
382             	wall	4.49663287e+01	1.94073823e+03	5.31587952e-01
383             	wall	4.49655926e+01	1.94073823e+03	5.31587546e-01
384             	wall	4.49649164e+01	1.94073823e+03	5.31587162e-01
385             	wall	4.49642818e+01	1.94073823e+03	5.31586795e-01
386             	wall	4.49636449e+01	1.94073823e+03	5.31586441e-01
387             	wall	4.49630423e+01	1.94073823e+03	5.31586105e-01
388             	wall	4.49624690e+01	1.94073823e+03	5.31585786e-01
389             	wall	4.49619110e+01	1.94073823e+03	5.31585481e-01
390             	wall	4.49613722e+01	1.94073823e+03	5.31585189e-01
391             	wall	4.49608621e+01	1.94073823e+03	5.31584911e-01
392             	wall	4.49603769e+01	1.94073823e+03	5.31584644e-01
393             	wall	4.49599103e+01	1.94073823e+03	5.31584390e-01
394             	wall	4.49594452e+01	1.94073823e+03	5.31584146e-01
395             	wall	4.49590154e+01	1.94073823e+03	5.31583915e-01
396             	wall	4.49586074e+01	1.94073823e+03	5.31583695e-01
397             	wall	4.49582917e+01	1.94073823e+03	5.31583526e-01
398             	wall	4.49579844e+01	1.94073823e+03	5.31583364e-01
399             	wall	4.49576939e+01	1.94073823e+03	5.31583210e-01
400             	wall	4.49574139e+01	1.94073823e+03	5.31583061e-01
401             	wall	4.49571411e+01	1.94073823e+03	5.31582917e-01
402             	wall	4.49568717e+01	1.94073823e+03	5.31582780e-01
403             	wall	4.49566232e+01	1.94073823e+03	5.31582647e-01
404             	wall	4.49563771e+01	1.94073823e+03	5.31582519e-01
405             	wall	4.49561541e+01	1.94073823e+03	5.31582396e-01
406             	wall	4.49559357e+01	1.94073823e+03	5.31582277e-01
407             	wall	4.49557052e+01	1.94073823e+03	5.31582162e-01
408             	wall	4.49554873e+01	1.94073823e+03	5.31582051e-01
409             	wall	4.49552779e+01	1.94073823e+03	5.31581944e-01
410             	wall	4.49550773e+01	1.94073823e+03	5.31581842e-01
411             	wall	4.49548829e+01	1.94073823e+03	5.31581743e-01
412             	wall	4.49547069e+01	1.94073823e+03	5.31581648e-01
413             	wall	4.49545283e+01	1.94073823e+03	5.31581558e-01
414             	wall	4.49543460e+01	1.94073823e+03	5.31581470e-01
415             	wall	4.49541727e+01	1.94073823e+03	5.31581384e-01
416             	wall	4.49540149e+01	1.94073823e+03	5.31581302e-01
417             	wall	4.49538547e+01	1.94073823e+03	5.31581224e-01
418             	wall	4.49536982e+01	1.94073823e+03	5.31581146e-01
419             	wall	4.49535555e+01	1.94073823e+03	5.31581074e-01
420             	wall	4.49534145e+01	1.94073823e+03	5.31581004e-01
421             	wall	4.49532759e+01	1.94073823e+03	5.31580937e-01
422             	wall	4.49531424e+01	1.94073823e+03	5.31580871e-01
