-4.995 	348.432 	100000
-4.994 	348.432 	100000
-4.993 	348.432 	100000
-4.992 	348.432 	100000
-4.991 	348.432 	100000
-4.99 	348.432 	100000
-4.98901 	348.432 	100000
-4.98801 	348.432 	100000
-4.98701 	348.432 	100000
-4.98601 	348.432 	100000
-4.98501 	348.432 	100000
-4.98401 	348.432 	100000
-4.98301 	348.432 	100000
-4.98201 	348.432 	100000
-4.98101 	348.432 	100000
-4.98001 	348.432 	100000
-4.97901 	348.432 	100000
-4.97802 	348.432 	100000
-4.97702 	348.432 	100000
-4.97602 	348.432 	100000
-4.97502 	348.432 	100000
-4.97402 	348.432 	100000
-4.97302 	348.432 	100000
-4.97202 	348.432 	100000
-4.97102 	348.432 	100000
-4.97002 	348.432 	100000
-4.96902 	348.432 	100000
-4.96802 	348.432 	100000
-4.96703 	348.432 	100000
-4.96603 	348.432 	100000
-4.96503 	348.432 	100000
-4.96403 	348.432 	100000
-4.96303 	348.432 	100000
-4.96203 	348.432 	100000
-4.96103 	348.432 	100000
-4.96003 	348.432 	100000
-4.95903 	348.432 	100000
-4.95803 	348.432 	100000
-4.95703 	348.432 	100000
-4.95604 	348.432 	100000
-4.95504 	348.432 	100000
-4.95404 	348.432 	100000
-4.95304 	348.432 	100000
-4.95204 	348.432 	100000
-4.95104 	348.432 	100000
-4.95004 	348.432 	100000
-4.94904 	348.432 	100000
-4.94804 	348.432 	100000
-4.94704 	348.432 	100000
-4.94604 	348.432 	100000
-4.94505 	348.432 	100000
-4.94405 	348.432 	100000
-4.94305 	348.432 	100000
-4.94205 	348.432 	100000
-4.94105 	348.432 	100000
-4.94005 	348.432 	100000
-4.93905 	348.432 	100000
-4.93805 	348.432 	100000
-4.93705 	348.432 	100000
-4.93605 	348.432 	100000
-4.93505 	348.432 	100000
-4.93405 	348.432 	100000
-4.93306 	348.432 	100000
-4.93206 	348.432 	100000
-4.93106 	348.432 	100000
-4.93006 	348.432 	100000
-4.92906 	348.432 	100000
-4.92806 	348.432 	100000
-4.92706 	348.432 	100000
-4.92606 	348.432 	100000
-4.92506 	348.432 	100000
-4.92406 	348.432 	100000
-4.92306 	348.432 	100000
-4.92207 	348.432 	100000
-4.92107 	348.432 	100000
-4.92007 	348.432 	100000
-4.91907 	348.432 	100000
-4.91807 	348.432 	100000
-4.91707 	348.432 	100000
-4.91607 	348.432 	100000
-4.91507 	348.432 	100000
-4.91407 	348.432 	100000
-4.91307 	348.432 	100000
-4.91207 	348.432 	100000
-4.91108 	348.432 	100000
-4.91008 	348.432 	100000
-4.90908 	348.432 	100000
-4.90808 	348.432 	100000
-4.90708 	348.432 	100000
-4.90608 	348.432 	100000
-4.90508 	348.432 	100000
-4.90408 	348.432 	100000
-4.90308 	348.432 	100000
-4.90208 	348.432 	100000
-4.90108 	348.432 	100000
-4.90009 	348.432 	100000
-4.89909 	348.432 	100000
-4.89809 	348.432 	100000
-4.89709 	348.432 	100000
-4.89609 	348.432 	100000
-4.89509 	348.432 	100000
-4.89409 	348.432 	100000
-4.89309 	348.432 	100000
-4.89209 	348.432 	100000
-4.89109 	348.432 	100000
-4.89009 	348.432 	100000
-4.8891 	348.432 	100000
-4.8881 	348.432 	100000
-4.8871 	348.432 	100000
-4.8861 	348.432 	100000
-4.8851 	348.432 	100000
-4.8841 	348.432 	100000
-4.8831 	348.432 	100000
-4.8821 	348.432 	100000
-4.8811 	348.432 	100000
-4.8801 	348.432 	100000
-4.8791 	348.432 	100000
-4.87811 	348.432 	100000
-4.87711 	348.432 	100000
-4.87611 	348.432 	100000
-4.87511 	348.432 	100000
-4.87411 	348.432 	100000
-4.87311 	348.432 	100000
-4.87211 	348.432 	100000
-4.87111 	348.432 	100000
-4.87011 	348.432 	100000
-4.86911 	348.432 	100000
-4.86811 	348.432 	100000
-4.86712 	348.432 	100000
-4.86612 	348.432 	100000
-4.86512 	348.432 	100000
-4.86412 	348.432 	100000
-4.86312 	348.432 	100000
-4.86212 	348.432 	100000
-4.86112 	348.432 	100000
-4.86012 	348.432 	100000
-4.85912 	348.432 	100000
-4.85812 	348.432 	100000
-4.85712 	348.432 	100000
-4.85613 	348.432 	100000
-4.85513 	348.432 	100000
-4.85413 	348.432 	100000
-4.85313 	348.432 	100000
-4.85213 	348.432 	100000
-4.85113 	348.432 	100000
-4.85013 	348.432 	100000
-4.84913 	348.432 	100000
-4.84813 	348.432 	100000
-4.84713 	348.432 	100000
-4.84613 	348.432 	100000
-4.84514 	348.432 	100000
-4.84414 	348.432 	100000
-4.84314 	348.432 	100000
-4.84214 	348.432 	100000
-4.84114 	348.432 	100000
-4.84014 	348.432 	100000
-4.83914 	348.432 	100000
-4.83814 	348.432 	100000
-4.83714 	348.432 	100000
-4.83614 	348.432 	100000
-4.83514 	348.432 	100000
-4.83414 	348.432 	100000
-4.83315 	348.432 	100000
-4.83215 	348.432 	100000
-4.83115 	348.432 	100000
-4.83015 	348.432 	100000
-4.82915 	348.432 	100000
-4.82815 	348.432 	100000
-4.82715 	348.432 	100000
-4.82615 	348.432 	100000
-4.82515 	348.432 	100000
-4.82415 	348.432 	100000
-4.82315 	348.432 	100000
-4.82216 	348.432 	100000
-4.82116 	348.432 	100000
-4.82016 	348.432 	100000
-4.81916 	348.432 	100000
-4.81816 	348.432 	100000
-4.81716 	348.432 	100000
-4.81616 	348.432 	100000
-4.81516 	348.432 	100000
-4.81416 	348.432 	100000
-4.81316 	348.432 	100000
-4.81216 	348.432 	100000
-4.81117 	348.432 	100000
-4.81017 	348.432 	100000
-4.80917 	348.432 	100000
-4.80817 	348.432 	100000
-4.80717 	348.432 	100000
-4.80617 	348.432 	100000
-4.80517 	348.432 	100000
-4.80417 	348.432 	100000
-4.80317 	348.432 	100000
-4.80217 	348.432 	100000
-4.80117 	348.432 	100000
-4.80018 	348.432 	100000
-4.79918 	348.432 	100000
-4.79818 	348.432 	100000
-4.79718 	348.432 	100000
-4.79618 	348.432 	100000
-4.79518 	348.432 	100000
-4.79418 	348.432 	100000
-4.79318 	348.432 	100000
-4.79218 	348.432 	100000
-4.79118 	348.432 	100000
-4.79018 	348.432 	100000
-4.78919 	348.432 	100000
-4.78819 	348.432 	100000
-4.78719 	348.432 	100000
-4.78619 	348.432 	100000
-4.78519 	348.432 	100000
-4.78419 	348.432 	100000
-4.78319 	348.432 	100000
-4.78219 	348.432 	100000
-4.78119 	348.432 	100000
-4.78019 	348.432 	100000
-4.77919 	348.432 	100000
-4.7782 	348.432 	100000
-4.7772 	348.432 	100000
-4.7762 	348.432 	100000
-4.7752 	348.432 	100000
-4.7742 	348.432 	100000
-4.7732 	348.432 	100000
-4.7722 	348.432 	100000
-4.7712 	348.432 	100000
-4.7702 	348.432 	100000
-4.7692 	348.432 	100000
-4.7682 	348.432 	100000
-4.76721 	348.432 	100000
-4.76621 	348.432 	100000
-4.76521 	348.432 	100000
-4.76421 	348.432 	100000
-4.76321 	348.432 	100000
-4.76221 	348.432 	100000
-4.76121 	348.432 	100000
-4.76021 	348.432 	100000
-4.75921 	348.432 	100000
-4.75821 	348.432 	100000
-4.75721 	348.432 	100000
-4.75622 	348.432 	100000
-4.75522 	348.432 	100000
-4.75422 	348.432 	100000
-4.75322 	348.432 	100000
-4.75222 	348.432 	100000
-4.75122 	348.432 	100000
-4.75022 	348.432 	100000
-4.74922 	348.432 	100000
-4.74822 	348.432 	100000
-4.74722 	348.432 	100000
-4.74622 	348.432 	100000
-4.74523 	348.432 	100000
-4.74423 	348.432 	100000
-4.74323 	348.432 	100000
-4.74223 	348.432 	100000
-4.74123 	348.432 	100000
-4.74023 	348.432 	100000
-4.73923 	348.432 	100000
-4.73823 	348.432 	100000
-4.73723 	348.432 	100000
-4.73623 	348.432 	100000
-4.73523 	348.432 	100000
-4.73423 	348.432 	100000
-4.73324 	348.432 	100000
-4.73224 	348.432 	100000
