# Wall heat-flux
# Time          	patch           	min             	max             	integral        
91              	wall	9.03213412e+02	5.49708467e+03	5.21131294e+00
92              	wall	9.01152245e+02	5.49708462e+03	5.20175467e+00
93              	wall	8.99117052e+02	5.49708460e+03	5.19232358e+00
94              	wall	8.97105386e+02	5.49708460e+03	5.18301652e+00
95              	wall	8.95116549e+02	5.49708462e+03	5.17383048e+00
96              	wall	8.93136944e+02	5.49708466e+03	5.16476257e+00
97              	wall	8.91175747e+02	5.49708473e+03	5.15581003e+00
98              	wall	8.89236319e+02	5.49708481e+03	5.14697021e+00
99              	wall	8.87316259e+02	5.49708490e+03	5.13824055e+00
100             	wall	8.85415657e+02	5.49708502e+03	5.12961864e+00
101             	wall	8.83532156e+02	5.49708514e+03	5.12110215e+00
102             	wall	8.81666150e+02	5.49708528e+03	5.11268883e+00
103             	wall	8.79809718e+02	5.49708543e+03	5.10437650e+00
104             	wall	8.77968891e+02	5.49708559e+03	5.09616311e+00
105             	wall	8.76144390e+02	5.49708575e+03	5.08804667e+00
106             	wall	8.74333553e+02	5.49708593e+03	5.08002529e+00
107             	wall	8.72538135e+02	5.49708611e+03	5.07209729e+00
108             	wall	8.70756263e+02	5.49708633e+03	5.06426075e+00
109             	wall	8.68988237e+02	5.49708670e+03	5.05651369e+00
110             	wall	8.67231769e+02	5.49708696e+03	5.04885446e+00
111             	wall	8.65488204e+02	5.49708714e+03	5.04128156e+00
112             	wall	8.63756010e+02	5.49708733e+03	5.03379359e+00
113             	wall	8.62035792e+02	5.49708758e+03	5.02638914e+00
114             	wall	8.60325104e+02	5.49708784e+03	5.01906684e+00
115             	wall	8.58626392e+02	5.49708808e+03	5.01182538e+00
116             	wall	8.56925253e+02	5.49708832e+03	5.00466351e+00
117             	wall	8.55173606e+02	5.49708857e+03	4.99757999e+00
118             	wall	8.53433566e+02	5.49708883e+03	4.99057363e+00
119             	wall	8.51704875e+02	5.49708909e+03	4.98364325e+00
120             	wall	8.49987312e+02	5.49708936e+03	4.97678773e+00
121             	wall	8.48280673e+02	5.49708962e+03	4.97000597e+00
122             	wall	8.46584762e+02	5.49708989e+03	4.96329689e+00
123             	wall	8.44899312e+02	5.49709017e+03	4.95665943e+00
124             	wall	8.43224126e+02	5.49709043e+03	4.95009259e+00
125             	wall	8.41559032e+02	5.49709070e+03	4.94359538e+00
126             	wall	8.39903852e+02	5.49709097e+03	4.93716682e+00
127             	wall	8.38258391e+02	5.49709125e+03	4.93080599e+00
128             	wall	8.36622472e+02	5.49709152e+03	4.92451198e+00
129             	wall	8.34995922e+02	5.49709180e+03	4.91828391e+00
130             	wall	8.33378570e+02	5.49709207e+03	4.91212091e+00
131             	wall	8.31770259e+02	5.49709235e+03	4.90602215e+00
132             	wall	8.30170822e+02	5.49709263e+03	4.89998681e+00
133             	wall	8.28580773e+02	5.49709291e+03	4.89401366e+00
134             	wall	8.26998268e+02	5.49709317e+03	4.88810214e+00
135             	wall	8.25425785e+02	5.49709326e+03	4.88225190e+00
136             	wall	8.23859455e+02	5.49709348e+03	4.87646222e+00
137             	wall	8.22301570e+02	5.49709380e+03	4.87073241e+00
138             	wall	8.20751837e+02	5.49709411e+03	4.86506176e+00
139             	wall	8.19210085e+02	5.49709436e+03	4.85944959e+00
140             	wall	8.17676249e+02	5.49709461e+03	4.85389524e+00
141             	wall	8.16150166e+02	5.49709490e+03	4.84839802e+00
142             	wall	8.14631600e+02	5.49709518e+03	4.84295725e+00
143             	wall	8.13120380e+02	5.49709545e+03	4.83757231e+00
144             	wall	8.11616399e+02	5.49709571e+03	4.83224256e+00
145             	wall	8.10119550e+02	5.49709598e+03	4.82696739e+00
146             	wall	8.08629692e+02	5.49709625e+03	4.82174621e+00
147             	wall	8.07146692e+02	5.49709652e+03	4.81657844e+00
148             	wall	8.05670443e+02	5.49709678e+03	4.81146350e+00
149             	wall	8.04200834e+02	5.49709704e+03	4.80640085e+00
150             	wall	8.02737753e+02	5.49709730e+03	4.80138995e+00
151             	wall	8.01281091e+02	5.49709756e+03	4.79643022e+00
152             	wall	7.99830752e+02	5.49709782e+03	4.79152111e+00
153             	wall	7.98386636e+02	5.49709807e+03	4.78666202e+00
154             	wall	7.96948626e+02	5.49709833e+03	4.78185236e+00
155             	wall	7.95516563e+02	5.49709857e+03	4.77709142e+00
156             	wall	7.94090274e+02	5.49709882e+03	4.77237840e+00
157             	wall	7.92669598e+02	5.49709907e+03	4.76771253e+00
158             	wall	7.91254364e+02	5.49709931e+03	4.76309300e+00
159             	wall	7.89844391e+02	5.49709955e+03	4.75851904e+00
160             	wall	7.88439488e+02	5.49709979e+03	4.75398991e+00
161             	wall	7.87039491e+02	5.49710003e+03	4.74950491e+00
162             	wall	7.85644256e+02	5.49710026e+03	4.74506342e+00
163             	wall	7.84253654e+02	5.49710049e+03	4.74066490e+00
164             	wall	7.82867561e+02	5.49710072e+03	4.73630884e+00
165             	wall	7.81485877e+02	5.49710094e+03	4.73199484e+00
166             	wall	7.80108523e+02	5.49710116e+03	4.72772251e+00
167             	wall	7.78735430e+02	5.49710138e+03	4.72349156e+00
168             	wall	7.77366545e+02	5.49710159e+03	4.71930171e+00
169             	wall	7.76001835e+02	5.49710180e+03	4.71515272e+00
170             	wall	7.74641259e+02	5.49710201e+03	4.71104439e+00
171             	wall	7.73284803e+02	5.49710222e+03	4.70697653e+00
172             	wall	7.71932440e+02	5.49710242e+03	4.70294897e+00
173             	wall	7.70584159e+02	5.49710261e+03	4.69896153e+00
174             	wall	7.69239950e+02	5.49710281e+03	4.69501406e+00
175             	wall	7.67899796e+02	5.49710300e+03	4.69110639e+00
176             	wall	7.66563682e+02	5.49710319e+03	4.68723835e+00
177             	wall	7.65231588e+02	5.49710337e+03	4.68340977e+00
178             	wall	7.63903493e+02	5.49710355e+03	4.67962046e+00
179             	wall	7.62579373e+02	5.49710373e+03	4.67587022e+00
180             	wall	7.61259205e+02	5.49710390e+03	4.67215885e+00
181             	wall	7.59942960e+02	5.49710407e+03	4.66848613e+00
182             	wall	7.58630596e+02	5.49710424e+03	4.66485181e+00
183             	wall	7.57322054e+02	5.49710440e+03	4.66125565e+00
184             	wall	7.56017284e+02	5.49710456e+03	4.65769734e+00
185             	wall	7.54716235e+02	5.49710472e+03	4.65417659e+00
186             	wall	7.53418833e+02	5.49710487e+03	4.65069310e+00
187             	wall	7.52125008e+02	5.49710502e+03	4.64724655e+00
188             	wall	7.50834685e+02	5.49710517e+03	4.64383661e+00
189             	wall	7.49547786e+02	5.49710531e+03	4.64046299e+00
190             	wall	7.48264239e+02	5.49710545e+03	4.63712538e+00
191             	wall	7.46983976e+02	5.49710559e+03	4.63382349e+00
192             	wall	7.45706927e+02	5.49710573e+03	4.63055705e+00
193             	wall	7.44433034e+02	5.49710586e+03	4.62732577e+00
194             	wall	7.43162234e+02	5.49710599e+03	4.62412942e+00
195             	wall	7.41894484e+02	5.49710611e+03	4.62096774e+00
196             	wall	7.40629728e+02	5.49710623e+03	4.61784048e+00
197             	wall	7.39367923e+02	5.49710635e+03	4.61474741e+00
198             	wall	7.38109022e+02	5.49710647e+03	4.61168830e+00
199             	wall	7.36852995e+02	5.49710658e+03	4.60866290e+00
200             	wall	7.35599797e+02	5.49710669e+03	4.60567098e+00
201             	wall	7.34349362e+02	5.49710679e+03	4.60271231e+00
202             	wall	7.33101667e+02	5.49710689e+03	4.59978667e+00
203             	wall	7.31856684e+02	5.49710699e+03	4.59689381e+00
204             	wall	7.30614374e+02	5.49710709e+03	4.59403350e+00
205             	wall	7.29374694e+02	5.49710718e+03	4.59120551e+00
206             	wall	7.28137604e+02	5.49710727e+03	4.58840958e+00
207             	wall	7.26903061e+02	5.49710736e+03	4.58564548e+00
208             	wall	7.25671011e+02	5.49710744e+03	4.58291295e+00
209             	wall	7.24441409e+02	5.49710752e+03	4.58021170e+00
210             	wall	7.23214204e+02	5.49710760e+03	4.57754148e+00
211             	wall	7.21989350e+02	5.49710767e+03	4.57490198e+00
212             	wall	7.20766784e+02	5.49710774e+03	4.57229293e+00
213             	wall	7.19546447e+02	5.49710781e+03	4.56971401e+00
214             	wall	7.18328278e+02	5.49710787e+03	4.56716492e+00
215             	wall	7.17112223e+02	5.49710794e+03	4.56464535e+00
216             	wall	7.15898221e+02	5.49710800e+03	4.56215500e+00
217             	wall	7.14686229e+02	5.49710805e+03	4.55969355e+00
218             	wall	7.13476187e+02	5.49710811e+03	4.55726070e+00
219             	wall	7.12268047e+02	5.49710816e+03	4.55485612e+00
220             	wall	7.11061772e+02	5.49710820e+03	4.55247947e+00
221             	wall	7.09857337e+02	5.49710825e+03	4.55013041e+00
222             	wall	7.08654718e+02	5.49710829e+03	4.54780860e+00
223             	wall	7.07453891e+02	5.49710833e+03	4.54551367e+00
224             	wall	7.06254838e+02	5.49710837e+03	4.54324527e+00
225             	wall	7.05057544e+02	5.49710841e+03	4.54100306e+00
226             	wall	7.03861999e+02	5.49710845e+03	4.53878670e+00
227             	wall	7.02668199e+02	5.49710848e+03	4.53659589e+00
228             	wall	7.01476137e+02	5.49710851e+03	4.53443032e+00
229             	wall	7.00285827e+02	5.49710854e+03	4.53228969e+00
230             	wall	6.99097257e+02	5.49710857e+03	4.53017374e+00
231             	wall	6.97910385e+02	5.49710859e+03	4.52808220e+00
232             	wall	6.96725200e+02	5.49710861e+03	4.52601481e+00
233             	wall	6.95541696e+02	5.49710863e+03	4.52397129e+00
234             	wall	6.94359856e+02	5.49710865e+03	4.52195138e+00
235             	wall	6.93179648e+02	5.49710867e+03	4.51995481e+00
236             	wall	6.92001046e+02	5.49710868e+03	4.51798137e+00
237             	wall	6.90824035e+02	5.49710869e+03	4.51603081e+00
238             	wall	6.89648617e+02	5.49710870e+03	4.51410296e+00
239             	wall	6.88474775e+02	5.49710871e+03	4.51219761e+00
240             	wall	6.87302542e+02	5.49710872e+03	4.51031461e+00
241             	wall	6.86131968e+02	5.49710873e+03	4.50845378e+00
242             	wall	6.84963098e+02	5.49710873e+03	4.50661496e+00
243             	wall	6.83795943e+02	5.49710873e+03	4.50479798e+00
244             	wall	6.82630549e+02	5.49710873e+03	4.50300270e+00
245             	wall	6.81466969e+02	5.49710873e+03	4.50122895e+00
246             	wall	6.80305214e+02	5.49710873e+03	4.49947657e+00
247             	wall	6.79145301e+02	5.49710873e+03	4.49774541e+00
248             	wall	6.77987241e+02	5.49710873e+03	4.49603532e+00
249             	wall	6.76831022e+02	5.49710873e+03	4.49434617e+00
250             	wall	6.75676652e+02	5.49710872e+03	4.49267782e+00
251             	wall	6.74524124e+02	5.49710872e+03	4.49103017e+00
252             	wall	6.73373441e+02	5.49710872e+03	4.48940312e+00
253             	wall	6.72224620e+02	5.49710871e+03	4.48779658e+00
254             	wall	6.71077686e+02	5.49710871e+03	4.48621048e+00
255             	wall	6.69932682e+02	5.49710870e+03	4.48464477e+00
256             	wall	6.68789665e+02	5.49710870e+03	4.48309940e+00
257             	wall	6.67648712e+02	5.49710869e+03	4.48157434e+00
258             	wall	6.66509915e+02	5.49710868e+03	4.48006957e+00
259             	wall	6.65373391e+02	5.49710868e+03	4.47858508e+00
260             	wall	6.64239267e+02	5.49710867e+03	4.47712086e+00
261             	wall	6.63107690e+02	5.49710866e+03	4.47567690e+00
262             	wall	6.61978822e+02	5.49710865e+03	4.47425322e+00
263             	wall	6.60852835e+02	5.49710864e+03	4.47284981e+00
264             	wall	6.59729921e+02	5.49710863e+03	4.47146667e+00
265             	wall	6.58610280e+02	5.49710862e+03	4.47010380e+00
266             	wall	6.57494119e+02	5.49710861e+03	4.46876121e+00
267             	wall	6.56381659e+02	5.49710860e+03	4.46743889e+00
268             	wall	6.55273118e+02	5.49710859e+03	4.46613683e+00
269             	wall	6.54168728e+02	5.49710858e+03	4.46485501e+00
270             	wall	6.53068725e+02	5.49710857e+03	4.46359343e+00
271             	wall	6.51973347e+02	5.49710855e+03	4.46235205e+00
272             	wall	6.50882829e+02	5.49710854e+03	4.46113083e+00
273             	wall	6.49797417e+02	5.49710853e+03	4.45992976e+00
274             	wall	6.48717353e+02	5.49710852e+03	4.45874877e+00
275             	wall	6.47642877e+02	5.49710850e+03	4.45758781e+00
276             	wall	6.46574231e+02	5.49710849e+03	4.45644684e+00
277             	wall	6.45511655e+02	5.49710848e+03	4.45532577e+00
278             	wall	6.44455390e+02	5.49710846e+03	4.45422453e+00
279             	wall	6.43405671e+02	5.49710845e+03	4.45314305e+00
280             	wall	6.42362736e+02	5.49710844e+03	4.45208124e+00
281             	wall	6.41326813e+02	5.49710842e+03	4.45103899e+00
282             	wall	6.40298132e+02	5.49710841e+03	4.45001621e+00
283             	wall	6.39276923e+02	5.49710840e+03	4.44901279e+00
284             	wall	6.38263403e+02	5.49710838e+03	4.44802861e+00
285             	wall	6.37257798e+02	5.49710837e+03	4.44706356e+00
286             	wall	6.36260315e+02	5.49710836e+03	4.44611749e+00
287             	wall	6.35271171e+02	5.49710834e+03	4.44519027e+00
288             	wall	6.34290571e+02	5.49710833e+03	4.44428177e+00
289             	wall	6.33318717e+02	5.49710831e+03	4.44339183e+00
290             	wall	6.32355810e+02	5.49710830e+03	4.44252031e+00
291             	wall	6.31402043e+02	5.49710829e+03	4.44166704e+00
292             	wall	6.30457604e+02	5.49710827e+03	4.44083186e+00
293             	wall	6.29522678e+02	5.49710826e+03	4.44001460e+00
294             	wall	6.28597449e+02	5.49710825e+03	4.43921508e+00
295             	wall	6.27682088e+02	5.49710824e+03	4.43843313e+00
296             	wall	6.26776765e+02	5.49710822e+03	4.43766857e+00
297             	wall	6.25881646e+02	5.49710821e+03	4.43692119e+00
298             	wall	6.24996885e+02	5.49710820e+03	4.43619082e+00
299             	wall	6.24122644e+02	5.49710818e+03	4.43547725e+00
300             	wall	6.23259069e+02	5.49710817e+03	4.43478029e+00
301             	wall	6.22406304e+02	5.49710816e+03	4.43409973e+00
302             	wall	6.21564487e+02	5.49710815e+03	4.43343535e+00
303             	wall	6.20733748e+02	5.49710814e+03	4.43278696e+00
304             	wall	6.19914212e+02	5.49710813e+03	4.43215433e+00
305             	wall	6.19105997e+02	5.49710811e+03	4.43153725e+00
306             	wall	6.18309216e+02	5.49710810e+03	4.43093549e+00
307             	wall	6.17524051e+02	5.49710809e+03	4.43034884e+00
308             	wall	6.16750506e+02	5.49710808e+03	4.42977707e+00
309             	wall	6.15988675e+02	5.49710807e+03	4.42921994e+00
310             	wall	6.15238651e+02	5.49710806e+03	4.42867724e+00
311             	wall	6.14500529e+02	5.49710805e+03	4.42814872e+00
312             	wall	6.13774393e+02	5.49710804e+03	4.42763415e+00
313             	wall	6.13060303e+02	5.49710803e+03	4.42713330e+00
314             	wall	6.12358333e+02	5.49710802e+03	4.42664593e+00
315             	wall	6.11668538e+02	5.49710802e+03	4.42617181e+00
316             	wall	6.10990966e+02	5.49710801e+03	4.42571069e+00
317             	wall	6.10325661e+02	5.49710800e+03	4.42526233e+00
318             	wall	6.09672662e+02	5.49710799e+03	4.42482649e+00
319             	wall	6.09031994e+02	5.49710798e+03	4.42440294e+00
320             	wall	6.08403679e+02	5.49710797e+03	4.42399142e+00
321             	wall	6.07787736e+02	5.49710797e+03	4.42359171e+00
322             	wall	6.07184168e+02	5.49710796e+03	4.42320354e+00
323             	wall	6.06592979e+02	5.49710795e+03	4.42282669e+00
324             	wall	6.06014163e+02	5.49710795e+03	4.42246091e+00
325             	wall	6.05447703e+02	5.49710794e+03	4.42210596e+00
326             	wall	6.04893586e+02	5.49710794e+03	4.42176160e+00
327             	wall	6.04351778e+02	5.49710793e+03	4.42142759e+00
328             	wall	6.03822252e+02	5.49710792e+03	4.42110369e+00
329             	wall	6.03304962e+02	5.49710792e+03	4.42078966e+00
330             	wall	6.02799862e+02	5.49710791e+03	4.42048527e+00
331             	wall	6.02306900e+02	5.49710791e+03	4.42019028e+00
332             	wall	6.01826012e+02	5.49710790e+03	4.41990446e+00
333             	wall	6.01357131e+02	5.49710790e+03	4.41962757e+00
334             	wall	6.00900183e+02	5.49710790e+03	4.41935938e+00
335             	wall	6.00455089e+02	5.49710789e+03	4.41909967e+00
336             	wall	6.00021761e+02	5.49710789e+03	4.41884821e+00
337             	wall	5.99600108e+02	5.49710788e+03	4.41860477e+00
338             	wall	5.99190030e+02	5.49710788e+03	4.41836914e+00
339             	wall	5.98791421e+02	5.49710788e+03	4.41814109e+00
340             	wall	5.98404171e+02	5.49710788e+03	4.41792040e+00
341             	wall	5.98028162e+02	5.49710787e+03	4.41770686e+00
342             	wall	5.97663274e+02	5.49710787e+03	4.41750027e+00
343             	wall	5.97309375e+02	5.49710787e+03	4.41730040e+00
344             	wall	5.96966336e+02	5.49710787e+03	4.41710706e+00
345             	wall	5.96634019e+02	5.49710787e+03	4.41692004e+00
346             	wall	5.96312278e+02	5.49710786e+03	4.41673914e+00
347             	wall	5.96000972e+02	5.49710786e+03	4.41656416e+00
348             	wall	5.95699944e+02	5.49710786e+03	4.41639492e+00
349             	wall	5.95409041e+02	5.49710786e+03	4.41623122e+00
350             	wall	5.95128100e+02	5.49710786e+03	4.41607288e+00
351             	wall	5.94856956e+02	5.49710786e+03	4.41591970e+00
352             	wall	5.94595416e+02	5.49710786e+03	4.41577152e+00
353             	wall	5.94343371e+02	5.49710786e+03	4.41562816e+00
354             	wall	5.94100584e+02	5.49710786e+03	4.41548944e+00
355             	wall	5.93866919e+02	5.49710786e+03	4.41535520e+00
356             	wall	5.93642131e+02	5.49710786e+03	4.41522526e+00
357             	wall	5.93426091e+02	5.49710786e+03	4.41509948e+00
358             	wall	5.93218558e+02	5.49710786e+03	4.41497769e+00
359             	wall	5.93019393e+02	5.49710786e+03	4.41485974e+00
360             	wall	5.92828340e+02	5.49710786e+03	4.41474548e+00
361             	wall	5.92645235e+02	5.49710786e+03	4.41463476e+00
362             	wall	5.92469888e+02	5.49710787e+03	4.41452744e+00
363             	wall	5.92302104e+02	5.49710787e+03	4.41442339e+00
364             	wall	5.92141689e+02	5.49710787e+03	4.41432248e+00
365             	wall	5.91988448e+02	5.49710787e+03	4.41422456e+00
366             	wall	5.91842183e+02	5.49710787e+03	4.41412952e+00
367             	wall	5.91702695e+02	5.49710787e+03	4.41403723e+00
368             	wall	5.91569785e+02	5.49710788e+03	4.41394758e+00
369             	wall	5.91443255e+02	5.49710788e+03	4.41386045e+00
370             	wall	5.91322908e+02	5.49710788e+03	4.41377573e+00
371             	wall	5.91208545e+02	5.49710788e+03	4.41369332e+00
372             	wall	5.91099967e+02	5.49710788e+03	4.41361311e+00
373             	wall	5.90996976e+02	5.49710789e+03	4.41353500e+00
374             	wall	5.90899378e+02	5.49710789e+03	4.41345889e+00
375             	wall	5.90806975e+02	5.49710789e+03	4.41338471e+00
376             	wall	5.90719575e+02	5.49710789e+03	4.41331235e+00
377             	wall	5.90636984e+02	5.49710789e+03	4.41324173e+00
378             	wall	5.90559015e+02	5.49710790e+03	4.41317278e+00
379             	wall	5.90485473e+02	5.49710790e+03	4.41310541e+00
380             	wall	5.90416175e+02	5.49710790e+03	4.41303955e+00
381             	wall	5.90350938e+02	5.49710790e+03	4.41297513e+00
382             	wall	5.90289580e+02	5.49710791e+03	4.41291208e+00
383             	wall	5.90231921e+02	5.49710791e+03	4.41285034e+00
384             	wall	5.90177786e+02	5.49710791e+03	4.41278985e+00
385             	wall	5.90127003e+02	5.49710791e+03	4.41273054e+00
386             	wall	5.90079403e+02	5.49710792e+03	4.41267237e+00
387             	wall	5.90034817e+02	5.49710792e+03	4.41261528e+00
388             	wall	5.89993084e+02	5.49710792e+03	4.41255921e+00
389             	wall	5.89954049e+02	5.49710792e+03	4.41250414e+00
390             	wall	5.89917554e+02	5.49710793e+03	4.41245000e+00
391             	wall	5.89883448e+02	5.49710793e+03	4.41239677e+00
392             	wall	5.89851585e+02	5.49710793e+03	4.41234441e+00
393             	wall	5.89821819e+02	5.49710793e+03	4.41229287e+00
394             	wall	5.89794013e+02	5.49710794e+03	4.41224214e+00
395             	wall	5.89768031e+02	5.49710794e+03	4.41219217e+00
396             	wall	5.89743741e+02	5.49710794e+03	4.41214293e+00
397             	wall	5.89721018e+02	5.49710794e+03	4.41209441e+00
398             	wall	5.89699738e+02	5.49710795e+03	4.41204658e+00
399             	wall	5.89679786e+02	5.49710795e+03	4.41199940e+00
400             	wall	5.89661048e+02	5.49710795e+03	4.41195288e+00
401             	wall	5.89643416e+02	5.49710795e+03	4.41190697e+00
402             	wall	5.89626786e+02	5.49710795e+03	4.41186167e+00
403             	wall	5.89611057e+02	5.49710796e+03	4.41181696e+00
404             	wall	5.89596138e+02	5.49710796e+03	4.41177282e+00
405             	wall	5.89581933e+02	5.49710796e+03	4.41172925e+00
406             	wall	5.89568359e+02	5.49710796e+03	4.41168622e+00
407             	wall	5.89555338e+02	5.49710796e+03	4.41164373e+00
408             	wall	5.89542788e+02	5.49710797e+03	4.41160177e+00
409             	wall	5.89530638e+02	5.49710797e+03	4.41156032e+00
410             	wall	5.89518822e+02	5.49710797e+03	4.41151939e+00
411             	wall	5.89507271e+02	5.49710797e+03	4.41147895e+00
412             	wall	5.89495931e+02	5.49710797e+03	4.41143902e+00
413             	wall	5.89484743e+02	5.49710797e+03	4.41139957e+00
414             	wall	5.89473656e+02	5.49710798e+03	4.41136061e+00
415             	wall	5.89462623e+02	5.49710798e+03	4.41132214e+00
416             	wall	5.89451597e+02	5.49710798e+03	4.41128414e+00
417             	wall	5.89440545e+02	5.49710798e+03	4.41124662e+00
418             	wall	5.89429424e+02	5.49710798e+03	4.41120957e+00
419             	wall	5.89418204e+02	5.49710798e+03	4.41117300e+00
420             	wall	5.89406855e+02	5.49710798e+03	4.41113689e+00
421             	wall	5.89395351e+02	5.49710799e+03	4.41110126e+00
422             	wall	5.89383691e+02	5.49710799e+03	4.41106609e+00
