-4.995 	348.432 	7.29365e-15 	100000
-4.985 	348.432 	2.62572e-13 	100000
-4.975 	348.432 	2.77159e-13 	100000
-4.965 	348.432 	1.75777e-12 	100000
-4.955 	348.432 	4.63876e-12 	100000
-4.945 	348.432 	5.32436e-12 	100000
-4.935 	348.432 	3.17274e-12 	100000
-4.925 	348.432 	1.3785e-12 	100000
-4.915 	348.432 	2.91746e-14 	100000
-4.905 	348.432 	1.24721e-12 	100000
-4.895 	348.432 	2.39961e-12 	100000
-4.885 	348.432 	3.97504e-12 	100000
-4.875 	348.432 	5.40459e-12 	100000
-4.865 	348.432 	8.02301e-12 	100000
-4.855 	348.432 	8.35852e-12 	100000
-4.845 	348.432 	7.47599e-12 	100000
-4.835 	348.432 	5.47753e-12 	100000
-4.825 	348.432 	3.18733e-12 	100000
-4.815 	348.432 	1.50978e-12 	100000
-4.805 	348.432 	4.08444e-13 	100000
-4.795 	348.432 	4.30325e-13 	100000
-4.785 	348.432 	8.53357e-13 	100000
-4.775 	348.432 	2.88828e-12 	100000
-4.765 	348.432 	4.67523e-12 	100000
-4.755 	348.432 	5.57234e-12 	100000
-4.745 	348.432 	6.27254e-12 	100000
-4.735 	348.432 	5.22225e-12 	100000
-4.725 	348.432 	4.07715e-12 	100000
-4.715 	348.432 	2.67677e-12 	100000
-4.705 	348.432 	7.29365e-13 	100000
-4.695 	348.432 	1.32015e-12 	100000
-4.685 	348.432 	2.37044e-12 	100000
-4.675 	348.432 	1.2618e-12 	100000
-4.665 	348.432 	1.32015e-12 	100000
-4.655 	348.432 	3.04875e-12 	100000
-4.645 	348.432 	3.84376e-12 	100000
-4.635 	348.432 	5.42648e-12 	100000
-4.625 	348.432 	6.3163e-12 	100000
-4.615 	348.432 	7.24989e-12 	100000
-4.605 	348.432 	6.25066e-12 	100000
-4.595 	348.432 	4.77734e-12 	100000
-4.585 	348.432 	3.03416e-12 	100000
-4.575 	348.432 	1.48062e-12 	100000
-4.565 	348.432 	4.88675e-13 	100000
-4.555 	348.432 	2.1881e-13 	100000
-4.545 	348.432 	1.8453e-12 	100000
-4.535 	348.432 	4.92322e-12 	100000
-4.525 	348.432 	6.97273e-12 	100000
-4.515 	348.432 	7.32283e-12 	100000
