"U:0","U:1","U:2","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.76691,3.0857,1.3804e-20,-0.234,1,22.996,25.32,-13.784,0
0.76941,3.0865,2.3531e-20,-0.23438,1,23.065,25.33,-13.715,0
0.77199,3.088,3.048e-20,-0.23485,1,23.134,25.34,-13.647,0
0.77406,3.0884,3.0161e-20,-0.23535,1,23.203,25.35,-13.578,0
0.77654,3.0903,2.922e-20,-0.23591,1,23.273,25.36,-13.51,0
0.77941,3.0937,2.7655e-20,-0.23654,1,23.342,25.37,-13.441,0
0.78269,3.0986,2.5465e-20,-0.23724,1,23.411,25.38,-13.372,0
0.78637,3.105,2.2649e-20,-0.238,1,23.481,25.39,-13.304,0
0.79046,3.1129,1.9205e-20,-0.23883,1,23.55,25.4,-13.235,0
0.79467,3.1217,1.4551e-20,-0.23941,1,23.619,25.41,-13.167,0
0.79894,3.1311,8.4103e-21,-0.23962,1,23.688,25.42,-13.098,0
0.80365,3.1421,1.5711e-21,-0.23991,1,23.758,25.43,-13.03,0
0.80879,3.1547,-5.9686e-21,-0.24027,1,23.827,25.44,-12.961,0
0.81438,3.1691,-1.4211e-20,-0.24071,1,23.896,25.45,-12.893,0
0.82041,3.185,-2.3157e-20,-0.24122,1,23.965,25.46,-12.824,0
0.82688,3.2026,-3.2808e-20,-0.24181,1,24.035,25.47,-12.756,0
0.82955,3.2062,-3.2839e-20,-0.24196,1,24.104,25.48,-12.687,0
0.83066,3.2041,-2.7711e-20,-0.24195,1,24.173,25.49,-12.619,0
0.832,3.2029,-2.2951e-20,-0.24203,1,24.242,25.5,-12.55,0
0.83357,3.2025,-1.8559e-20,-0.2422,1,24.312,25.51,-12.481,0
0.83537,3.2029,-1.4538e-20,-0.24247,1,24.381,25.52,-12.413,0
0.83741,3.2042,-1.0887e-20,-0.24283,1,24.45,25.53,-12.344,0
0.83969,3.2063,-7.6082e-21,-0.24329,1,24.52,25.54,-12.276,0
0.84199,3.209,-5.8847e-21,-0.24387,1,24.589,25.55,-12.207,0
0.84427,3.2122,-5.6616e-21,-0.24457,1,24.658,25.56,-12.139,0
0.84679,3.2162,-5.2268e-21,-0.24534,1,24.727,25.57,-12.07,0
0.84955,3.2212,-4.58e-21,-0.24619,1,24.797,25.58,-12.002,0
0.85255,3.227,-3.7207e-21,-0.2471,1,24.866,25.59,-11.933,0
0.8558,3.2336,-2.6485e-21,-0.24808,1,24.935,25.6,-11.865,0
0.8593,3.2412,-1.3629e-21,-0.24913,1,25.004,25.61,-11.796,0
0.86278,3.2488,4.6043e-22,-0.25028,1,25.074,25.62,-11.728,0
0.86594,3.2556,2.9948e-21,-0.25152,1,25.143,25.63,-11.659,0
0.8693,3.2632,5.4108e-21,-0.25277,1,25.212,25.64,-11.59,0
0.87287,3.2715,7.7083e-21,-0.25403,1,25.281,25.65,-11.522,0
0.87666,3.2805,9.8869e-21,-0.2553,1,25.351,25.66,-11.453,0
0.88066,3.2903,1.1946e-20,-0.25659,1,25.42,25.67,-11.385,0
0.88487,3.3008,1.3887e-20,-0.25789,1,25.489,25.68,-11.316,0
0.8893,3.3121,1.5707e-20,-0.2592,1,25.558,25.69,-11.248,0
0.89392,3.324,1.4435e-20,-0.26026,1,25.628,25.7,-11.179,0
0.89723,3.3314,1.1897e-20,-0.26127,1,25.697,25.71,-11.111,0
0.89823,3.3309,8.9951e-21,-0.26236,1,25.766,25.72,-11.042,0
0.89932,3.3307,6.1216e-21,-0.26348,1,25.836,25.73,-10.974,0
0.90049,3.3308,3.2762e-21,-0.26461,1,25.905,25.74,-10.905,0
0.90176,3.3312,4.5884e-22,-0.26578,1,25.974,25.75,-10.837,0
0.9031,3.332,-2.3303e-21,-0.26696,1,26.043,25.76,-10.768,0
0.90446,3.3327,-4.0977e-21,-0.268,1,26.113,25.77,-10.699,0
0.90572,3.3332,-3.2878e-21,-0.26867,1,26.182,25.78,-10.631,0
0.90704,3.3339,-2.3191e-21,-0.26936,1,26.251,25.79,-10.562,0
0.90842,3.3348,-1.1914e-21,-0.27009,1,26.32,25.8,-10.494,0
0.90986,3.336,9.5852e-23,-0.27085,1,26.39,25.81,-10.425,0
0.91137,3.3375,1.5427e-21,-0.27163,1,26.459,25.82,-10.357,0
0.91293,3.3392,3.1495e-21,-0.27245,1,26.528,25.83,-10.288,0
0.91456,3.3412,4.9165e-21,-0.2733,1,26.597,25.84,-10.22,0
0.91621,3.3434,6.6185e-21,-0.27398,1,26.667,25.85,-10.151,0
0.91782,3.346,8.1103e-21,-0.27435,1,26.736,25.86,-10.083,0
0.91948,3.3488,9.817e-21,-0.27475,1,26.805,25.87,-10.014,0
0.9212,3.3519,1.1739e-20,-0.27521,1,26.875,25.88,-9.9456,0
0.92297,3.3552,1.3876e-20,-0.27571,1,26.944,25.89,-9.877,0
0.92479,3.3587,1.623e-20,-0.27626,1,27.013,25.9,-9.8085,0
0.92667,3.3625,1.88e-20,-0.27685,1,27.082,25.91,-9.7399,0
0.9286,3.3666,2.1586e-20,-0.27749,1,27.152,25.92,-9.6714,0
0.93034,3.3705,2.2788e-20,-0.27795,1,27.221,25.93,-9.6029,0
0.93188,3.3741,2.219e-20,-0.27823,1,27.29,25.94,-9.5343,0
0.93345,3.3778,2.1573e-20,-0.27855,1,27.359,25.95,-9.4658,0
0.93506,3.3818,2.0937e-20,-0.27891,1,27.429,25.96,-9.3973,0
0.9367,3.3859,2.0281e-20,-0.27932,1,27.498,25.97,-9.3287,0
0.93838,3.3902,1.9605e-20,-0.27977,1,27.567,25.98,-9.2602,0
0.94009,3.3946,1.8911e-20,-0.28027,1,27.636,25.99,-9.1916,0
0.94184,3.3993,1.8196e-20,-0.28082,1,27.706,26,-9.1231,0
0.94358,3.4041,1.7341e-20,-0.28134,1,27.775,26.01,-9.0546,0
0.9451,3.4094,1.5705e-20,-0.28154,1,27.844,26.02,-8.986,0
0.94665,3.4148,1.3935e-20,-0.28179,1,27.913,26.03,-8.9175,0
0.94823,3.4204,1.2032e-20,-0.28208,1,27.983,26.04,-8.8489,0
0.94984,3.4261,9.995e-21,-0.28241,1,28.052,26.05,-8.7804,0
0.95147,3.432,7.8236e-21,-0.28279,1,28.121,26.06,-8.7119,0
0.95313,3.4381,5.5179e-21,-0.28321,1,28.191,26.07,-8.6433,0
0.95324,3.4388,2.8622e-21,-0.28369,1,28.26,26.08,-8.5748,0
0.95328,3.4392,2.7387e-22,-0.2842,1,28.329,26.09,-8.5063,0
0.9531,3.4399,-1.0372e-21,-0.28443,1,28.398,26.1,-8.4377,0
0.9529,3.4405,-2.0834e-21,-0.28464,1,28.468,26.11,-8.3692,0
0.95273,3.4413,-3.0483e-21,-0.28488,1,28.537,26.12,-8.3006,0
0.95256,3.442,-3.9318e-21,-0.28515,1,28.606,26.13,-8.2321,0
0.95242,3.4428,-4.7339e-21,-0.28544,1,28.675,26.14,-8.1636,0
0.95229,3.4437,-5.4545e-21,-0.28576,1,28.745,26.15,-8.095,0
0.95218,3.4445,-6.0934e-21,-0.28611,1,28.814,26.16,-8.0265,0
0.95209,3.4454,-6.6506e-21,-0.28648,1,28.883,26.17,-7.9579,0
0.95199,3.4464,-7.0872e-21,-0.28687,1,28.952,26.18,-7.8894,0
0.95161,3.4477,-6.9846e-21,-0.28707,1,29.022,26.19,-7.8209,0
0.95124,3.4491,-7.0144e-21,-0.2873,1,29.091,26.2,-7.7523,0
0.95088,3.4504,-7.1768e-21,-0.28757,1,29.16,26.21,-7.6838,0
0.95053,3.4518,-7.4719e-21,-0.28786,1,29.229,26.22,-7.6153,0
0.9502,3.4532,-7.8998e-21,-0.28818,1,29.299,26.23,-7.5467,0
0.94989,3.4547,-8.4609e-21,-0.28853,1,29.368,26.24,-7.4782,0
0.94959,3.4561,-9.1551e-21,-0.28892,1,29.437,26.25,-7.4096,0
0.9493,3.4576,-9.9827e-21,-0.28933,1,29.507,26.26,-7.3411,0
0.94904,3.459,-1.0738e-20,-0.28991,1,29.576,26.27,-7.2726,0
0.94882,3.4605,-1.1096e-20,-0.29079,1,29.645,26.28,-7.204,0
0.9486,3.462,-1.1455e-20,-0.29166,1,29.714,26.29,-7.1355,0
0.94839,3.4635,-1.1815e-20,-0.29255,1,29.784,26.3,-7.0669,0
0.94817,3.465,-1.2176e-20,-0.29343,1,29.853,26.31,-6.9984,0
0.94796,3.4665,-1.2539e-20,-0.29432,1,29.922,26.32,-6.9299,0
0.94775,3.468,-1.2902e-20,-0.29522,1,29.991,26.33,-6.8613,0
0.94754,3.4695,-1.3267e-20,-0.29611,1,30.061,26.34,-6.7928,0
0.94734,3.471,-1.3632e-20,-0.29702,1,30.13,26.35,-6.7243,0
0.94713,3.4725,-1.3986e-20,-0.29793,1,30.199,26.36,-6.6557,0
0.94712,3.4744,-1.2276e-20,-0.29942,1,30.268,26.37,-6.5872,0
0.94709,3.4763,-1.0428e-20,-0.30091,1,30.338,26.38,-6.5186,0
0.94706,3.4781,-8.4428e-21,-0.3024,1,30.407,26.39,-6.4501,0
0.94703,3.4799,-6.3194e-21,-0.30389,1,30.476,26.4,-6.3816,0
0.94699,3.4817,-4.0581e-21,-0.30538,1,30.546,26.41,-6.313,0
0.94695,3.4834,-1.6587e-21,-0.30686,1,30.615,26.42,-6.2445,0
0.9469,3.4852,8.7892e-22,-0.30834,1,30.684,26.43,-6.1759,0
0.94684,3.4869,3.5548e-21,-0.30981,1,30.753,26.44,-6.1074,0
0.94678,3.4886,6.3692e-21,-0.31129,1,30.823,26.45,-6.0389,0
0.94655,3.4901,7.7721e-21,-0.31303,1,30.892,26.46,-5.9703,0
0.94626,3.4915,8.6426e-21,-0.31487,1,30.961,26.47,-5.9018,0
0.94596,3.4929,9.5078e-21,-0.3167,1,31.03,26.48,-5.8333,0
0.94565,3.4943,1.0368e-20,-0.31854,1,31.1,26.49,-5.7647,0
0.94535,3.4956,1.1222e-20,-0.32038,1,31.169,26.5,-5.6962,0
0.94503,3.4969,1.2071e-20,-0.32221,1,31.238,26.51,-5.6276,0
0.94472,3.4983,1.2915e-20,-0.32404,1,31.307,26.52,-5.5591,0
0.9444,3.4996,1.3754e-20,-0.32588,1,31.377,26.53,-5.4906,0
0.94407,3.5008,1.4587e-20,-0.32771,1,31.446,26.54,-5.422,0
0.94374,3.5021,1.5415e-20,-0.32954,1,31.515,26.55,-5.3535,0
0.94369,3.5033,1.3688e-20,-0.33184,1,31.584,26.56,-5.2849,0
0.94368,3.5045,1.1515e-20,-0.33421,1,31.654,26.57,-5.2164,0
0.94365,3.5056,9.3175e-21,-0.33656,1,31.723,26.58,-5.1479,0
0.94362,3.5068,7.0959e-21,-0.33892,1,31.792,26.59,-5.0793,0
0.94358,3.5079,4.8498e-21,-0.34126,1,31.862,26.6,-5.0108,0
0.94353,3.5089,2.5794e-21,-0.34359,1,31.931,26.61,-4.9423,0
0.94348,3.51,2.844e-22,-0.34592,1,32,26.62,-4.8737,0
0.94341,3.511,-2.035e-21,-0.34824,1,32.069,26.63,-4.8052,0
0.94334,3.512,-4.3788e-21,-0.35055,1,32.139,26.64,-4.7366,0
0.94326,3.513,-6.7422e-21,-0.35285,1,32.208,26.65,-4.6681,0
0.9434,3.5132,-6.6072e-21,-0.35492,1,32.277,26.66,-4.5996,0
0.94354,3.5134,-6.4719e-21,-0.35699,1,32.346,26.67,-4.531,0
0.94369,3.5137,-6.3363e-21,-0.35905,1,32.416,26.68,-4.4625,0
0.94383,3.5139,-6.2004e-21,-0.36112,1,32.485,26.69,-4.3939,0
0.94397,3.5141,-6.0641e-21,-0.36318,1,32.554,26.7,-4.3254,0
0.94411,3.5144,-5.9274e-21,-0.36525,1,32.623,26.71,-4.2569,0
0.94425,3.5146,-5.7905e-21,-0.36731,1,32.693,26.72,-4.1883,0
0.94439,3.5148,-5.6532e-21,-0.36938,1,32.762,26.73,-4.1198,0
0.94453,3.515,-5.5155e-21,-0.37144,1,32.831,26.74,-4.0513,0
0.94467,3.5153,-5.3776e-21,-0.37351,1,32.9,26.75,-3.9827,0
0.94473,3.5149,-5.2387e-21,-0.37516,1,32.97,26.76,-3.9142,0
0.94469,3.514,-5.0995e-21,-0.37636,1,33.039,26.77,-3.8456,0
0.94466,3.513,-4.9608e-21,-0.37756,1,33.108,26.78,-3.7771,0
0.94462,3.5121,-4.8227e-21,-0.37876,1,33.178,26.79,-3.7086,0
0.94458,3.5111,-4.685e-21,-0.37996,1,33.247,26.8,-3.64,0
0.94454,3.5102,-4.5479e-21,-0.38115,1,33.316,26.81,-3.5715,0
0.94451,3.5092,-4.4114e-21,-0.38235,1,33.385,26.82,-3.5029,0
0.94447,3.5082,-4.2753e-21,-0.38355,1,33.455,26.83,-3.4344,0
0.94443,3.5073,-4.1398e-21,-0.38475,1,33.524,26.84,-3.3659,0
0.94439,3.5063,-4.0048e-21,-0.38594,1,33.593,26.85,-3.2973,0
0.94435,3.5054,-3.8704e-21,-0.38714,1,33.662,26.86,-3.2288,0
0.94394,3.5038,-3.6747e-21,-0.38678,1,33.732,26.87,-3.1603,0
0.94352,3.5022,-3.4636e-21,-0.38631,1,33.801,26.88,-3.0917,0
0.94311,3.5006,-3.2411e-21,-0.38582,1,33.87,26.89,-3.0232,0
0.9427,3.4991,-3.007e-21,-0.38534,1,33.939,26.9,-2.9546,0
0.94231,3.4976,-2.7613e-21,-0.38484,1,34.009,26.91,-2.8861,0
0.94192,3.4962,-2.5042e-21,-0.38434,1,34.078,26.92,-2.8176,0
0.94155,3.4948,-2.2355e-21,-0.38383,1,34.147,26.93,-2.749,0
0.94118,3.4934,-1.9553e-21,-0.38331,1,34.217,26.94,-2.6805,0
0.94082,3.492,-1.6636e-21,-0.38278,1,34.286,26.95,-2.6119,0
0.94047,3.4907,-1.3604e-21,-0.38225,1,34.355,26.96,-2.5434,0
0.94013,3.4893,-1.0456e-21,-0.38171,1,34.424,26.97,-2.4749,0
0.93923,3.4871,-8.7863e-22,-0.38043,1,34.494,26.98,-2.4063,0
0.93804,3.4845,-8.019e-22,-0.37874,1,34.563,26.99,-2.3378,0
0.93684,3.4818,-7.3232e-22,-0.37703,1,34.632,27,-2.2693,0
0.93566,3.4792,-6.6988e-22,-0.37531,1,34.701,27.01,-2.2007,0
0.93449,3.4766,-6.1459e-22,-0.37358,1,34.771,27.02,-2.1322,0
0.93333,3.4741,-5.6644e-22,-0.37183,1,34.84,27.03,-2.0636,0
0.93218,3.4716,-5.2543e-22,-0.37007,1,34.909,27.04,-1.9951,0
0.93103,3.4691,-4.9157e-22,-0.36829,1,34.978,27.05,-1.9266,0
0.9299,3.4667,-4.6483e-22,-0.3665,1,35.048,27.06,-1.858,0
0.92877,3.4643,-4.4521e-22,-0.36469,1,35.117,27.07,-1.7895,0
0.92765,3.4619,-4.3272e-22,-0.36287,1,35.186,27.08,-1.7209,0
0.92624,3.4593,-5.3477e-22,-0.36098,1,35.255,27.09,-1.6524,0
0.92419,3.4563,-8.7178e-22,-0.35897,1,35.325,27.1,-1.5839,0
0.92215,3.4534,-1.2241e-21,-0.35693,1,35.394,27.11,-1.5153,0
0.92013,3.4507,-1.5917e-21,-0.35486,1,35.463,27.12,-1.4468,0
0.91812,3.448,-1.9746e-21,-0.35276,1,35.533,27.13,-1.3783,0
0.91613,3.4454,-2.3727e-21,-0.35063,1,35.602,27.14,-1.3097,0
0.91415,3.443,-2.7861e-21,-0.34847,1,35.671,27.15,-1.2412,0
0.91218,3.4406,-3.2147e-21,-0.34629,1,35.74,27.16,-1.1726,0
0.91023,3.4384,-3.6585e-21,-0.34407,1,35.81,27.17,-1.1041,0
0.90829,3.4362,-4.1176e-21,-0.34183,1,35.879,27.18,-1.0356,0
0.90637,3.4342,-4.5918e-21,-0.33956,1,35.948,27.19,-0.96702,0
0.90446,3.4323,-5.0813e-21,-0.33726,1,36.017,27.2,-0.89848,0
0.90249,3.4304,-5.4895e-21,-0.33506,1,36.087,27.21,-0.82994,0
0.90015,3.4282,-5.3601e-21,-0.33361,1,36.156,27.22,-0.7614,0
0.89782,3.4262,-5.2322e-21,-0.33217,1,36.225,27.23,-0.69287,0
0.89551,3.4244,-5.1058e-21,-0.33074,1,36.294,27.24,-0.62433,0
0.89321,3.4226,-4.9809e-21,-0.32932,1,36.364,27.25,-0.55579,0
0.89093,3.421,-4.8575e-21,-0.32791,1,36.433,27.26,-0.48725,0
0.88866,3.4196,-4.7356e-21,-0.32651,1,36.502,27.27,-0.41871,0
0.8864,3.4182,-4.6152e-21,-0.32512,1,36.571,27.28,-0.35017,0
0.88416,3.417,-4.4963e-21,-0.32374,1,36.641,27.29,-0.28163,0
0.88193,3.416,-4.3789e-21,-0.32237,1,36.71,27.3,-0.2131,0
0.87971,3.415,-4.263e-21,-0.32101,1,36.779,27.31,-0.14456,0
0.87751,3.4142,-4.1486e-21,-0.31966,1,36.849,27.32,-0.076019,0
0.87532,3.4135,-4.0357e-21,-0.31832,1,36.918,27.33,-0.0074803,0
0.8736,3.4122,-3.658e-21,-0.3183,1,36.987,27.34,0.061058,0
0.872,3.4109,-3.2388e-21,-0.31848,1,37.056,27.35,0.1296,0
0.87046,3.4099,-2.8104e-21,-0.31873,1,37.126,27.36,0.19814,0
0.86898,3.4091,-2.3725e-21,-0.31904,1,37.195,27.37,0.26667,0
0.86757,3.4086,-1.9253e-21,-0.31941,1,37.264,27.38,0.33521,0
0.86623,3.4083,-1.4688e-21,-0.31984,1,37.333,27.39,0.40375,0
0.86495,3.4083,-1.0029e-21,-0.32033,1,37.403,27.4,0.47229,0
0.86373,3.4085,-5.2763e-22,-0.32088,1,37.472,27.41,0.54083,0
0.86258,3.409,-4.3005e-23,-0.32149,1,37.541,27.42,0.60937,0
0.86226,3.4088,0,-0.32233,1,37.61,27.43,0.6779,0
0.8621,3.4089,0,-0.32322,1,37.68,27.44,0.74644,0
0.86203,3.4091,0,-0.32416,1,37.749,27.45,0.81498,0
0.86204,3.4096,0,-0.32513,1,37.818,27.46,0.88352,0
0.86192,3.4094,0,-0.32623,1,37.888,27.47,0.95206,0
0.86122,3.4071,0,-0.32761,1,37.957,27.48,1.0206,0
0.86057,3.405,0,-0.32907,1,38.026,27.49,1.0891,0
0.85998,3.403,0,-0.33059,1,38.095,27.5,1.1577,0
0.85945,3.4011,0,-0.33218,1,38.165,27.51,1.2262,0
0.85877,3.3979,0,-0.33194,1,38.234,27.52,1.2948,0
0.85816,3.3948,0,-0.33157,1,38.303,27.53,1.3633,0
0.85762,3.3917,0,-0.3312,1,38.372,27.54,1.4318,0
0.85717,3.3889,0,-0.33081,1,38.442,27.55,1.5004,0
0.8568,3.3862,0,-0.33042,1,38.511,27.56,1.5689,0
0.85651,3.3836,0,-0.33003,1,38.58,27.57,1.6374,0
0.85631,3.3812,0,-0.32963,1,38.649,27.58,1.706,0
0.85618,3.379,0,-0.32922,1,38.719,27.59,1.7745,0
0.85614,3.3769,0,-0.3288,1,38.788,27.6,1.8431,0
0.85589,3.3725,0,-0.3252,1,38.857,27.61,1.9116,0
0.85569,3.3682,0,-0.32139,1,38.926,27.62,1.9801,0
0.85558,3.364,0,-0.31754,1,38.996,27.63,2.0487,0
0.85553,3.36,0,-0.31363,1,39.065,27.64,2.1172,0
0.85556,3.3561,0,-0.30966,1,39.134,27.65,2.1858,0
0.85567,3.3525,0,-0.30565,1,39.204,27.66,2.2543,0
0.85585,3.349,0,-0.30158,1,39.273,27.67,2.3228,0
0.8561,3.3456,0,-0.29746,1,39.342,27.68,2.3914,0
0.85643,3.3424,0,-0.29329,1,39.411,27.69,2.4599,0
0.85603,3.3362,0,-0.28575,1,39.481,27.7,2.5284,0
0.85567,3.3301,0,-0.27802,1,39.55,27.71,2.597,0
0.85536,3.3242,0,-0.27021,1,39.619,27.72,2.6655,0
0.85512,3.3185,0,-0.26229,1,39.688,27.73,2.7341,0
0.85493,3.3129,0,-0.25429,1,39.758,27.74,2.8026,0
0.85479,3.3075,0,-0.24619,1,39.827,27.75,2.8711,0
0.85471,3.3023,0,-0.23799,1,39.896,27.76,2.9397,0
0.85469,3.2973,0,-0.2297,1,39.965,27.77,3.0082,0
0.85472,3.2924,0,-0.22131,1,40.035,27.78,3.0768,0
0.85302,3.285,0,-0.2105,1,40.104,27.79,3.1453,0
0.85137,3.2778,0,-0.19954,1,40.173,27.8,3.2138,0
0.84976,3.2707,0,-0.18842,1,40.242,27.81,3.2824,0
0.84821,3.2638,0,-0.17716,1,40.312,27.82,3.3509,0
0.8467,3.2571,0,-0.16575,1,40.381,27.83,3.4194,0
0.84524,3.2505,0,-0.15418,1,40.45,27.84,3.488,0
0.84383,3.2441,0,-0.14247,1,40.52,27.85,3.5565,0
0.84247,3.2378,0,-0.13062,1,40.589,27.86,3.6251,0
0.84111,3.2317,0,-0.11862,1,40.658,27.87,3.6936,0
0.83718,3.2243,0,-0.10681,1,40.727,27.88,3.7621,0
0.83329,3.2172,0,-0.094848,1,40.797,27.89,3.8307,0
0.82944,3.2102,0,-0.082728,1,40.866,27.9,3.8992,0
0.82563,3.2033,0,-0.070451,1,40.935,27.91,3.9678,0
0.82186,3.1967,0,-0.058018,1,41.004,27.92,4.0363,0
0.81813,3.1902,0,-0.045427,1,41.074,27.93,4.1048,0
0.81445,3.1838,0,-0.03268,1,41.143,27.94,4.1734,0
0.8108,3.1776,0,-0.019776,1,41.212,27.95,4.2419,0
0.8071,3.1716,0,-0.0068452,1,41.281,27.96,4.3104,0
0.80108,3.1659,0,0.0031189,1,41.351,27.97,4.379,0
0.79509,3.1603,0,0.013187,1,41.42,27.98,4.4475,0
0.78913,3.1549,0,0.023359,1,41.489,27.99,4.5161,0
0.7832,3.1497,0,0.033636,1,41.559,28,4.5846,0
0.7773,3.1448,0,0.044017,1,41.628,28.01,4.6531,0
0.7714,3.1399,0,0.054535,1,41.697,28.02,4.7217,0
0.76503,3.1322,0,0.066,1,41.766,28.03,4.7902,0
0.75866,3.1246,0,0.077635,1,41.836,28.04,4.8588,0
0.75222,3.1173,0,0.089184,1,41.905,28.05,4.9273,0
0.74442,3.1105,0,0.096957,1,41.974,28.06,4.9958,0
0.73661,3.1039,0,0.10482,1,42.043,28.07,5.0644,0
0.72879,3.0976,0,0.11277,1,42.113,28.08,5.1329,0
0.72094,3.0914,0,0.1208,1,42.182,28.09,5.2014,0
0.71308,3.0854,0,0.12892,1,42.251,28.1,5.27,0
0.7052,3.0795,0,0.13713,1,42.32,28.11,5.3385,0
0.6973,3.0739,0,0.14543,1,42.39,28.12,5.4071,0
0.68938,3.0684,0,0.15381,1,42.459,28.13,5.4756,0
0.68139,3.0632,0,0.16198,1,42.528,28.14,5.5441,0
0.67283,3.0589,0,0.16685,1,42.597,28.15,5.6127,0
0.66423,3.0548,0,0.17176,1,42.667,28.16,5.6812,0
0.65561,3.0509,0,0.1767,1,42.736,28.17,5.7498,0
0.64696,3.0472,0,0.18167,1,42.805,28.18,5.8183,0
0.63828,3.0436,0,0.18668,1,42.875,28.19,5.8868,0
0.62957,3.0403,0,0.19171,1,42.944,28.2,5.9554,0
0.62083,3.0372,0,0.19678,1,43.013,28.21,6.0239,0
0.61206,3.0342,0,0.20189,1,43.082,28.22,6.0924,0
0.60325,3.0316,0,0.20672,1,43.152,28.23,6.161,0
0.59436,3.0301,0,0.20891,1,43.221,28.24,6.2295,0
0.58545,3.0288,0,0.21111,1,43.29,28.25,6.2981,0
0.57651,3.0276,0,0.2133,1,43.359,28.26,6.3666,0
0.56755,3.0267,0,0.21549,1,43.429,28.27,6.4351,0
0.55857,3.0259,0,0.21769,1,43.498,28.28,6.5037,0
0.54956,3.0253,0,0.21988,1,43.567,28.29,6.5722,0
0.54053,3.0249,0,0.22206,1,43.636,28.3,6.6408,0
0.53148,3.0247,0,0.22425,1,43.706,28.31,6.7093,0
0.52244,3.0248,0,0.22615,1,43.775,28.32,6.7778,0
0.51365,3.0259,0,0.22601,1,43.844,28.33,6.8464,0
0.50484,3.0273,0,0.22583,1,43.913,28.34,6.9149,0
0.49601,3.0288,0,0.22561,1,43.983,28.35,6.9834,0
0.48715,3.0305,0,0.22535,1,44.052,28.36,7.052,0
0.47827,3.0324,0,0.22505,1,44.121,28.37,7.1205,0
0.46937,3.0345,0,0.22471,1,44.191,28.38,7.1891,0
0.46045,3.0367,0,0.22432,1,44.26,28.39,7.2576,0
0.45151,3.0391,0,0.2239,1,44.329,28.4,7.3261,0
0.44265,3.0418,0,0.22322,1,44.398,28.41,7.3947,0
0.43442,3.0455,0,0.22124,1,44.468,28.42,7.4632,0
0.42616,3.0494,0,0.21918,1,44.537,28.43,7.5318,0
0.41787,3.0534,0,0.21704,1,44.606,28.44,7.6003,0
0.40955,3.0576,0,0.21483,1,44.675,28.45,7.6688,0
0.40121,3.0619,0,0.21254,1,44.745,28.46,7.7374,0
0.39284,3.0664,0,0.21018,1,44.814,28.47,7.8059,0
0.38442,3.071,0,0.20775,1,44.883,28.48,7.8744,0
0.37523,3.0718,0,0.20556,1,44.952,28.49,7.943,0
0.36621,3.0728,0,0.2032,1,45.022,28.5,8.0115,0
0.35805,3.0746,0,0.20034,1,45.091,28.51,8.0801,0
0.34988,3.0764,0,0.19739,1,45.16,28.52,8.1486,0
0.3417,3.0784,0,0.19434,1,45.23,28.53,8.2171,0
0.33351,3.0805,0,0.19121,1,45.299,28.54,8.2857,0
0.32531,3.0827,0,0.18798,1,45.368,28.55,8.3542,0
0.3171,3.0849,0,0.18467,1,45.437,28.56,8.4228,0
0.30888,3.0874,0,0.18126,1,45.507,28.57,8.4913,0
0.30065,3.0899,0,0.17777,1,45.576,28.58,8.5598,0
0.29263,3.0926,0,0.17418,1,45.645,28.59,8.6284,0
0.28555,3.0959,0,0.17053,1,45.714,28.6,8.6969,0
0.27847,3.0992,0,0.16678,1,45.784,28.61,8.7654,0
0.27137,3.1026,0,0.16293,1,45.853,28.62,8.834,0
0.26426,3.1062,0,0.15899,1,45.922,28.63,8.9025,0
0.25714,3.1098,0,0.15495,1,45.991,28.64,8.9711,0
0.25002,3.1135,0,0.15081,1,46.061,28.65,9.0396,0
0.24288,3.1174,0,0.14658,1,46.13,28.66,9.1081,0
0.23573,3.1213,0,0.14225,1,46.199,28.67,9.1767,0
0.22884,3.1254,0,0.13785,1,46.268,28.68,9.2452,0
0.22295,3.13,0,0.13346,1,46.338,28.69,9.3138,0
0.21705,3.1347,0,0.12898,1,46.407,28.7,9.3823,0
0.21114,3.1394,0,0.12439,1,46.476,28.71,9.4508,0
0.20522,3.1442,0,0.11971,1,46.546,28.72,9.5194,0
0.1993,3.1492,0,0.11493,1,46.615,28.73,9.5879,0
0.19337,3.1542,0,0.11005,1,46.684,28.74,9.6564,0
0.18743,3.1592,0,0.10508,1,46.753,28.75,9.725,0
0.18148,3.1644,0,0.1,1,46.823,28.76,9.7935,0
0.17583,3.1697,0,0.094932,1,46.892,28.77,9.8621,0
0.1712,3.1753,0,0.090091,1,46.961,28.78,9.9306,0
0.16656,3.181,0,0.085161,1,47.03,28.79,9.9991,0
0.16192,3.1867,0,0.080139,1,47.1,28.8,10.068,0
0.15727,3.1926,0,0.075028,1,47.169,28.81,10.136,0
0.15262,3.1984,0,0.069826,1,47.238,28.82,10.205,0
0.14797,3.2044,0,0.064535,1,47.307,28.83,10.273,0
0.14331,3.2104,0,0.059152,1,47.377,28.84,10.342,0
0.13864,3.2165,0,0.05368,1,47.446,28.85,10.41,0
0.13427,3.2226,0,0.048354,1,47.515,28.86,10.479,0
0.13078,3.2287,0,0.043642,1,47.584,28.87,10.547,0
0.1273,3.2348,0,0.038855,1,47.654,28.88,10.616,0
0.12381,3.241,0,0.033994,1,47.723,28.89,10.685,0
0.12033,3.2472,0,0.029058,1,47.792,28.9,10.753,0
0.11684,3.2535,0,0.024047,1,47.862,28.91,10.822,0
