# Wall heat-flux
# Time          	patch           	min             	max             	integral        
246             	wall	3.66057755e+02	4.09426511e+03	2.52999046e+00
247             	wall	3.65332623e+02	4.09426512e+03	2.52912760e+00
248             	wall	3.64609951e+02	4.09426512e+03	2.52827899e+00
249             	wall	3.63889824e+02	4.09426512e+03	2.52744442e+00
250             	wall	3.63172343e+02	4.09426513e+03	2.52662372e+00
251             	wall	3.62457713e+02	4.09426513e+03	2.52581671e+00
252             	wall	3.61745806e+02	4.09426513e+03	2.52502319e+00
253             	wall	3.61036840e+02	4.09426514e+03	2.52424298e+00
254             	wall	3.60331031e+02	4.09426514e+03	2.52347590e+00
255             	wall	3.59628264e+02	4.09426514e+03	2.52272176e+00
256             	wall	3.58928849e+02	4.09426514e+03	2.52198039e+00
257             	wall	3.58232784e+02	4.09426514e+03	2.52125160e+00
258             	wall	3.57540159e+02	4.09426514e+03	2.52053522e+00
259             	wall	3.56850978e+02	4.09426515e+03	2.51983107e+00
260             	wall	3.56165571e+02	4.09426515e+03	2.51913898e+00
261             	wall	3.55483928e+02	4.09426515e+03	2.51845878e+00
262             	wall	3.54806134e+02	4.09426515e+03	2.51779032e+00
263             	wall	3.54132283e+02	4.09426515e+03	2.51713342e+00
264             	wall	3.53462479e+02	4.09426515e+03	2.51648793e+00
265             	wall	3.52796825e+02	4.09426515e+03	2.51585371e+00
266             	wall	3.52135407e+02	4.09426515e+03	2.51523061e+00
267             	wall	3.51478318e+02	4.09426515e+03	2.51461849e+00
268             	wall	3.50825638e+02	4.09426515e+03	2.51401721e+00
269             	wall	3.50177468e+02	4.09426515e+03	2.51342665e+00
270             	wall	3.49533885e+02	4.09426515e+03	2.51284667e+00
271             	wall	3.48894888e+02	4.09426515e+03	2.51227716e+00
272             	wall	3.48260757e+02	4.09426515e+03	2.51171800e+00
273             	wall	3.47631389e+02	4.09426515e+03	2.51116909e+00
274             	wall	3.47006967e+02	4.09426514e+03	2.51063031e+00
275             	wall	3.46387580e+02	4.09426514e+03	2.51010156e+00
276             	wall	3.45773312e+02	4.09426514e+03	2.50958275e+00
277             	wall	3.45164233e+02	4.09426514e+03	2.50907378e+00
278             	wall	3.44560433e+02	4.09426514e+03	2.50857455e+00
279             	wall	3.43961984e+02	4.09426514e+03	2.50808497e+00
280             	wall	3.43368982e+02	4.09426514e+03	2.50760496e+00
281             	wall	3.42781510e+02	4.09426513e+03	2.50713442e+00
282             	wall	3.42199654e+02	4.09426513e+03	2.50667328e+00
283             	wall	3.41623507e+02	4.09426513e+03	2.50622145e+00
284             	wall	3.41053165e+02	4.09426513e+03	2.50577884e+00
285             	wall	3.40488715e+02	4.09426513e+03	2.50534538e+00
286             	wall	3.39930261e+02	4.09426512e+03	2.50492098e+00
287             	wall	3.39377894e+02	4.09426512e+03	2.50450556e+00
288             	wall	3.38831721e+02	4.09426512e+03	2.50409903e+00
289             	wall	3.38291841e+02	4.09426512e+03	2.50370131e+00
290             	wall	3.37758348e+02	4.09426511e+03	2.50331231e+00
291             	wall	3.37231347e+02	4.09426511e+03	2.50293195e+00
292             	wall	3.36710927e+02	4.09426511e+03	2.50256014e+00
293             	wall	3.36197186e+02	4.09426511e+03	2.50219679e+00
294             	wall	3.35690230e+02	4.09426510e+03	2.50184180e+00
295             	wall	3.35190145e+02	4.09426510e+03	2.50149508e+00
296             	wall	3.34697010e+02	4.09426510e+03	2.50115654e+00
297             	wall	3.34210910e+02	4.09426510e+03	2.50082607e+00
298             	wall	3.33731941e+02	4.09426509e+03	2.50050357e+00
299             	wall	3.33260233e+02	4.09426509e+03	2.50018894e+00
300             	wall	3.32795787e+02	4.09426509e+03	2.49988207e+00
301             	wall	3.32338662e+02	4.09426509e+03	2.49958286e+00
302             	wall	3.31888934e+02	4.09426508e+03	2.49929120e+00
303             	wall	3.31446667e+02	4.09426508e+03	2.49900697e+00
304             	wall	3.31011910e+02	4.09426508e+03	2.49873006e+00
305             	wall	3.30584715e+02	4.09426508e+03	2.49846036e+00
306             	wall	3.30165122e+02	4.09426507e+03	2.49819775e+00
307             	wall	3.29753175e+02	4.09426507e+03	2.49794212e+00
308             	wall	3.29348904e+02	4.09426507e+03	2.49769334e+00
309             	wall	3.28952338e+02	4.09426506e+03	2.49745129e+00
310             	wall	3.28563491e+02	4.09426506e+03	2.49721586e+00
311             	wall	3.28182388e+02	4.09426506e+03	2.49698691e+00
312             	wall	3.27808994e+02	4.09426506e+03	2.49676433e+00
313             	wall	3.27443389e+02	4.09426506e+03	2.49654800e+00
314             	wall	3.27085532e+02	4.09426505e+03	2.49633777e+00
315             	wall	3.26735418e+02	4.09426505e+03	2.49613354e+00
316             	wall	3.26393021e+02	4.09426505e+03	2.49593517e+00
317             	wall	3.26058326e+02	4.09426505e+03	2.49574253e+00
318             	wall	3.25731307e+02	4.09426504e+03	2.49555550e+00
319             	wall	3.25411938e+02	4.09426504e+03	2.49537396e+00
320             	wall	3.25100180e+02	4.09426504e+03	2.49519777e+00
321             	wall	3.24795967e+02	4.09426504e+03	2.49502681e+00
322             	wall	3.24499322e+02	4.09426504e+03	2.49486096e+00
323             	wall	3.24210166e+02	4.09426503e+03	2.49470008e+00
324             	wall	3.23928441e+02	4.09426503e+03	2.49454407e+00
325             	wall	3.23654086e+02	4.09426503e+03	2.49439278e+00
326             	wall	3.23387051e+02	4.09426503e+03	2.49424611e+00
327             	wall	3.23127264e+02	4.09426503e+03	2.49410393e+00
328             	wall	3.22874655e+02	4.09426502e+03	2.49396612e+00
329             	wall	3.22629155e+02	4.09426502e+03	2.49383256e+00
330             	wall	3.22390686e+02	4.09426502e+03	2.49370313e+00
331             	wall	3.22159174e+02	4.09426502e+03	2.49357772e+00
332             	wall	3.21934527e+02	4.09426502e+03	2.49345620e+00
333             	wall	3.21716661e+02	4.09426502e+03	2.49333848e+00
334             	wall	3.21505457e+02	4.09426502e+03	2.49322442e+00
335             	wall	3.21300847e+02	4.09426501e+03	2.49311393e+00
336             	wall	3.21102730e+02	4.09426501e+03	2.49300690e+00
337             	wall	3.20911024e+02	4.09426501e+03	2.49290321e+00
338             	wall	3.20725606e+02	4.09426501e+03	2.49280276e+00
339             	wall	3.20546362e+02	4.09426501e+03	2.49270545e+00
340             	wall	3.20373193e+02	4.09426501e+03	2.49261117e+00
341             	wall	3.20205969e+02	4.09426501e+03	2.49251983e+00
342             	wall	3.20044601e+02	4.09426501e+03	2.49243132e+00
343             	wall	3.19888963e+02	4.09426501e+03	2.49234555e+00
344             	wall	3.19738932e+02	4.09426500e+03	2.49226243e+00
345             	wall	3.19594383e+02	4.09426500e+03	2.49218186e+00
346             	wall	3.19455202e+02	4.09426500e+03	2.49210376e+00
347             	wall	3.19321254e+02	4.09426500e+03	2.49202802e+00
348             	wall	3.19192419e+02	4.09426500e+03	2.49195457e+00
349             	wall	3.19068557e+02	4.09426500e+03	2.49188332e+00
350             	wall	3.18949541e+02	4.09426500e+03	2.49181420e+00
351             	wall	3.18835241e+02	4.09426500e+03	2.49174711e+00
352             	wall	3.18725526e+02	4.09426500e+03	2.49168199e+00
353             	wall	3.18620264e+02	4.09426500e+03	2.49161876e+00
354             	wall	3.18519326e+02	4.09426500e+03	2.49155735e+00
355             	wall	3.18422600e+02	4.09426500e+03	2.49149768e+00
356             	wall	3.18329949e+02	4.09426500e+03	2.49143970e+00
357             	wall	3.18241226e+02	4.09426500e+03	2.49138333e+00
358             	wall	3.18156326e+02	4.09426500e+03	2.49132851e+00
359             	wall	3.18075108e+02	4.09426500e+03	2.49127519e+00
360             	wall	3.17997435e+02	4.09426500e+03	2.49122330e+00
361             	wall	3.17923207e+02	4.09426500e+03	2.49117278e+00
362             	wall	3.17852282e+02	4.09426500e+03	2.49112359e+00
363             	wall	3.17784548e+02	4.09426500e+03	2.49107567e+00
364             	wall	3.17719866e+02	4.09426500e+03	2.49102897e+00
365             	wall	3.17658134e+02	4.09426500e+03	2.49098345e+00
366             	wall	3.17599228e+02	4.09426500e+03	2.49093905e+00
367             	wall	3.17543051e+02	4.09426500e+03	2.49089574e+00
368             	wall	3.17489464e+02	4.09426500e+03	2.49085347e+00
369             	wall	3.17438365e+02	4.09426500e+03	2.49081220e+00
370             	wall	3.17389655e+02	4.09426500e+03	2.49077189e+00
371             	wall	3.17343216e+02	4.09426500e+03	2.49073251e+00
372             	wall	3.17298954e+02	4.09426500e+03	2.49069403e+00
373             	wall	3.17256765e+02	4.09426500e+03	2.49065640e+00
374             	wall	3.17216541e+02	4.09426500e+03	2.49061959e+00
375             	wall	3.17178193e+02	4.09426500e+03	2.49058358e+00
376             	wall	3.17141622e+02	4.09426500e+03	2.49054834e+00
377             	wall	3.17106753e+02	4.09426500e+03	2.49051383e+00
378             	wall	3.17073479e+02	4.09426500e+03	2.49048004e+00
379             	wall	3.17041726e+02	4.09426500e+03	2.49044693e+00
380             	wall	3.17011391e+02	4.09426500e+03	2.49041449e+00
381             	wall	3.16982413e+02	4.09426500e+03	2.49038269e+00
382             	wall	3.16954697e+02	4.09426500e+03	2.49035151e+00
383             	wall	3.16928181e+02	4.09426500e+03	2.49032093e+00
384             	wall	3.16902799e+02	4.09426500e+03	2.49029093e+00
385             	wall	3.16878464e+02	4.09426500e+03	2.49026150e+00
386             	wall	3.16855122e+02	4.09426500e+03	2.49023261e+00
387             	wall	3.16832697e+02	4.09426500e+03	2.49020426e+00
388             	wall	3.16811133e+02	4.09426500e+03	2.49017642e+00
389             	wall	3.16790377e+02	4.09426500e+03	2.49014908e+00
390             	wall	3.16770371e+02	4.09426500e+03	2.49012224e+00
391             	wall	3.16751061e+02	4.09426500e+03	2.49009586e+00
392             	wall	3.16732399e+02	4.09426500e+03	2.49006996e+00
393             	wall	3.16714335e+02	4.09426500e+03	2.49004451e+00
394             	wall	3.16696822e+02	4.09426500e+03	2.49001950e+00
395             	wall	3.16679829e+02	4.09426500e+03	2.48999493e+00
396             	wall	3.16663305e+02	4.09426500e+03	2.48997078e+00
397             	wall	3.16647205e+02	4.09426500e+03	2.48994705e+00
398             	wall	3.16631508e+02	4.09426500e+03	2.48992373e+00
399             	wall	3.16616172e+02	4.09426500e+03	2.48990080e+00
400             	wall	3.16601184e+02	4.09426500e+03	2.48987828e+00
401             	wall	3.16586497e+02	4.09426500e+03	2.48985614e+00
402             	wall	3.16572089e+02	4.09426500e+03	2.48983438e+00
403             	wall	3.16557948e+02	4.09426500e+03	2.48981300e+00
404             	wall	3.16544043e+02	4.09426500e+03	2.48979199e+00
405             	wall	3.16530358e+02	4.09426500e+03	2.48977134e+00
406             	wall	3.16516870e+02	4.09426500e+03	2.48975106e+00
407             	wall	3.16503565e+02	4.09426500e+03	2.48973112e+00
408             	wall	3.16490441e+02	4.09426500e+03	2.48971154e+00
409             	wall	3.16477457e+02	4.09426500e+03	2.48969230e+00
410             	wall	3.16464631e+02	4.09426500e+03	2.48967341e+00
411             	wall	3.16451936e+02	4.09426500e+03	2.48965485e+00
412             	wall	3.16439367e+02	4.09426500e+03	2.48963663e+00
413             	wall	3.16426904e+02	4.09426500e+03	2.48961873e+00
414             	wall	3.16414554e+02	4.09426500e+03	2.48960116e+00
415             	wall	3.16402308e+02	4.09426500e+03	2.48958392e+00
416             	wall	3.16390171e+02	4.09426500e+03	2.48956699e+00
417             	wall	3.16378133e+02	4.09426500e+03	2.48955037e+00
418             	wall	3.16366172e+02	4.09426500e+03	2.48953407e+00
419             	wall	3.16354307e+02	4.09426500e+03	2.48951808e+00
420             	wall	3.16342540e+02	4.09426500e+03	2.48950239e+00
